Id;Ticker;Description;Sector;Country;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
293;LNZL;LENZOLOTO;Non-Energy Minerals;Russian Federation;Precious Metals;14570;-1;1923;18144123532;;;;38460.00;3010.00;3334.3555560;8099.6000000;5142.5064000;-2105.0717070;2906.1250000;0.0042535;-4000000;15219.5000000;;101.4633300;;-1.5831000;;5142.5064000;;;;0;;;;68000000;66.8713841;-22919000000;5864000000;;;;0.7423828;;4.3299000;;251.5367647;;0.1637934;0.1927500;0.2197089;0.2191672;;59434;23382000000;23249000000;99000000;107000000;107000000;68000000;1488000;3.3793103;23.8950407;28018110;14686.6666700;-21.7508056;-19.9450550
294;JNOS;SLAVNEFT YAROSLAVN;Energy Minerals;Russian Federation;Oil Refining/Marketing;18.8;0;21300;17533908102;;;;46.89;6.82;21072.2222200;10826.6666700;;0.5288036;1.0544043;0.5904122;;;;0.0000000;;;;;;;;0;;;;;70.9240336;31136468000;;;;;;;;;;;3.5500000;6.7224108;11.9867526;8.2107325;;16609653;94876870000;19594714000;31332792000;;41807522000;;932655000;2.1276596;1.4756464;400440;18.9333333;-0.2652520;2.4523161
295;MRKC;IDGC CENTRE;Utilities;Russian Federation;Electric Utilities;0.396;1;16220000;16549434130;8.0658436;0.0486000;;0.70;0.18;37243977.7800000;17701700.0000000;0.0486000;0.0189740;0.5989825;0.9866736;-836639000;0.0335000;0.0335000;8.5459190;19861568000;3.2059200;63749300000;0.0486000;;0.0486000;;0;14.3997108;14059710000;5119744000;97638836000;63.9312746;45821753000;2051061000;2.1006611;8.3217707;3.3939712;0.3527908;0.3617910;;0.1694964;0.1694967;0.5060912;1.0779844;1.7064253;4.4582273;2.4894490;;18298588833;121996000000;19795836000;47228064000;74130351000;74130351000;97638836000;42217900000;1.4841351;2.0976704;6423120;0.3944667;30.5207647;-1.4925373
296;KRKOP;KRASNY KOTELSHCHIK;Industrial Services;Russian Federation;Oilfield Services/Equipment;12.015;-1;53400;16414423401;;;;18.80;1.42;366062.2222000;64916.6666700;;0.2225795;2.0419210;1.9262175;;;0.0000000;0.0000000;;;11636300000;;;;;0;;;-1521000;;52.6556323;3330010000;;;;;;3.4341700;;;;1.7057634;0.8910396;;;;;37379080;16171207000;12443924000;4659000000;;13752477000;;934344000;4.9937578;4.9039898;641601;12.2150000;64.8148148;39.0625000
297;RAVN;RAVEN PROPERTY GRP;Finance;United Kingdom;Real Estate Development;29.5;1;8400;15969648458;;-3.5892484;;59.20;18.55;37564.4444400;53616.6666700;-2.8309565;0.0210867;;3.7724892;-2489522909;0.0000000;;0.0000000;9268147099;10.5787000;;-2.8309565;-4.7519627;-3.5892484;;0;72.6652103;11299762797;;15550443955;24.1872219;83763048123;-1431351818;-9.2045721;33.1181244;0.7171465;0.7200034;;2.5997000;1.0939752;0.9604565;;0.0618238;-1.0305732;-4.7230303;-1.1774001;;299476898;124271000000;;89133979202;100644000000;100644000000;15550443955;551810424;2.0477816;4.2140216;247800;29.5000000;-3.9087979;9.4619625
299;DVEC;FAR EASTERN ENERGY;Utilities;Russian Federation;Electric Utilities;0.783;-2;230000;13709593574;10.4052288;0.0765000;;2.69;0.41;624088.8889000;411266.6667000;0.0765000;-0.0006983;0.8493151;0.9114042;0;0.0000000;;0.0000000;35633000000;0.6791810;;0.0765000;;0.0765000;;0;31.8564685;30345000000;;103169000000;49.3472106;9822000000;1094000000;28.7528230;31.8564685;29.8568368;0.7527614;;7.5373300;0.0883603;0.1103386;;0.8646617;36.2461129;;73.8856993;;352341817;57633000000;18042000000;16583000000;39438000000;39438000000;103169000000;17206710806;2.5608195;2.3582373;180090;0.7883333;-18.4375000;-5.4347826
300;OKEY;O'KEY GROUP SA;Retail Trade;Russian Federation;Food Retail;50.76;-1;55350;13588997061;;;;69.00;50.28;83202.2222200;64468.0000000;;-1.6205128;0.6735942;4.1032832;;;;4.0978265;;;;;;;1.7500000;0;;;;;11.1400080;56535478000;;;;;;;;;;;1.2152282;-0.7755878;-4.7055825;-1.1119662;;;93750061000;21614029000;58716904000;;79440324000;;269074000;2.3468576;1.8755703;2809566;50.8333333;;-20.6751080
301;CHMK;CHELYABINSK MET PL;Non-Energy Minerals;Russian Federation;Steel;4295;2;525;12979866866;;-155.5246000;;7070.00;484.00;1020.3777780;602.8666667;-156.7317000;431.4992721;0.1797994;5.9564788;0;0.0000000;;0.0000000;8895559000;24.0672000;;-156.7317000;;-155.5246000;;0;16.1307398;18265483000;;113569000000;83.1092687;212615000000;-494416000;-0.4353426;4.6693207;-0.0870956;0.3557108;;;0.1142995;0.1142995;;1.1326861;-0.1981065;-1.3459558;-0.9828726;;207481;284316000000;39329117000;217369000000;247823000000;247823000000;113569000000;3161960;4.4100119;4.3236063;2254875;4290.0000000;56.4663024;54.4964029
302;KOGK;KORSHYNOV MINING;Non-Energy Minerals;Russian Federation;Precious Metals;50400;-1;4;12806451416;;;;107800.00;25000.00;25.7444444;21.6000000;;-1386.3822050;1.3752679;0.0012254;;;;0.0000000;;;;;;;;;;;2916420000;;38.6060129;59986000;;;;;;;;;;0.9499927;0.1095890;;;;;24901;52225303000;3802723000;60124000;;3160355000;;250126;0.7936508;1.8223494;201600;50533.3333300;2.4390244;-8.0291971
303;TNSE;TNS ENERGO PUBLIC;Utilities;Russian Federation;Electric Utilities;960;-1;4;12779804020;;;;2080.00;660.00;185.4000000;109.2000000;;-0.1095817;0.7043875;4.2825995;;;;0.0000000;;;;;;;;1031007000;;;;;35.8691378;22906602000;;;;;;;;;;;0.0197629;-0.1738792;-2.7434760;-2.2731995;;2771337;80902520000;49476209000;23550220000;;75403472000;;13668200;0.5235602;1.4932705;3840;958.3333333;-4.0000000;-4.4776119
304;TGKD;QUADRA-POWER GENER;Utilities;Russian Federation;Electric Utilities;0.006065;-1;1185000000;12675578697;;0.0000000;;0.02;0.00;1497541111.0000000;526473333.3000000;0.0000000;-0.0004357;0.5415283;0.7556799;0;0.0000000;;0.0000000;9396603000;3.9466900;;0.0000000;;0.0000000;;0;10.9512595;5949702000;;55082185000;36.2749009;32479081000;38625000;0.0701225;4.9136922;0.5053812;0.2815385;;2.9683400;0.2311393;0.2311393;;2.6595745;0.0409539;0.0894347;0.0617695;;273208000000;96416677000;11189240000;34166788000;51203371000;51203371000;55082185000;1987770000000;6.1924686;5.0442244;7187025;0.0061283;70.8450704;67.0798898
305;TGKDP;QUADRA-POWER GENER;Utilities;Russian Federation;Electric Utilities;0.005595;-1;7200000;12675578697;;0.0000000;;0.01;0.00;243217777.8000000;66653333.3300000;0.0000000;-0.0000576;0.5415283;0.7556799;0;0.0000000;;0.0000000;9396603000;4.1403700;;0.0000000;;0.0000000;;0;10.9512595;5949702000;;55082185000;32.5062448;32479081000;38625000;0.0701225;4.9136922;0.5053812;0.2487912;;3.7697000;0.2042542;0.2042542;;0.1600356;0.0409539;0.0894347;0.0617695;;74404024915;96416677000;11189240000;34166788000;51203371000;51203371000;55082185000;1987770000000;2.0664870;2.8098176;40284;0.0056117;32.1133412;21.3665944
306;MRKU;IDGC OF URALS JSC;Utilities;Russian Federation;Electric Utilities;0.1516;2;31020000;12607475601;;;;0.26;0.04;6070666.6670000;6603000.0000000;;0.0104618;0.6184938;0.4689187;;;0.0000000;0.0000000;;;35927800000;;;;;0;;;3061722000;;75.9466667;21543339000;;;;;;0.2776430;;;;0.5416290;9.6695761;;;;;9222868584;96081599000;11173387000;23278413000;;46438847000;;87430500000;6.4471879;2.6201638;4702632;0.1504667;-2.1935484;-4.0506329
307;PRMB;PRIMORYE COMM BANK;Finance;Russian Federation;Regional Banks;46800;-1;7;12050000000;23.8737248;2018.9560000;;65000.00;4240.00;51.8555556;28.2666667;2018.9560000;-2851.5159830;0.7723954;0.1295207;-201050000;901.0000000;;1.8692946;;;;2018.9560000;;2018.9560000;;0;;;;1068646000;19.8014073;-5752342000;504739000;47.2316370;-177.6148509;57.3142088;2.9420310;;;11.2759511;11.2759511;;0.6250000;1.4578818;12.7683321;11.3303044;;1531;34902402000;7643189000;530492000;30806592000;30806592000;1068646000;250000;3.9130435;2.9565472;327600;46866.6666700;107.0796460;95.0000000
308;WTCM;WORLD TRADE CENTER;Finance;Russian Federation;Real Estate Development;9.62;0;23700;11736781092;;-0.1461000;;17.60;5.05;49238.8888900;12386.6666700;-0.2389000;-0.0532206;;0.0000437;-607995000;0.5622480;;5.9184000;1339543000;2.2420400;;-0.2389000;;-0.1461000;;0;51.1301068;2671567000;;5225037000;55.7650608;-5397125000;-133005000;-2.5455322;13.0392187;-0.8857545;0.1962489;;194.1350000;1.6590933;1.6590933;;3.9434276;-0.2471004;-0.2960799;-0.2960799;;75158034;52714023000;;1929000;8573058000;8573058000;5225037000;1245000000;1.4767933;1.6492867;227994;9.5733333;2.9978587;4.1125541
309;WTCMP;WORLD TRADE CENTER;Finance;Russian Federation;Real Estate Development;8.9;-1;1800;11736781092;;;;14.80;3.52;80898.8888900;7086.6666670;;-0.0127939;;0.0000437;-607995000;0.5622480;;6.2891280;1339543000;1.6030500;;;;;;0;51.1301068;2671567000;;5225037000;30.8443493;-5397125000;-133005000;-2.5455322;13.0392187;-0.8857545;0.1842926;;;0.2571796;0.2571796;;0.3278689;-0.2471004;-0.2960799;-0.2960799;;65028906;52714023000;;1929000;8573058000;8573058000;5225037000;1245000000;1.3483146;1.8376791;16020;8.9400000;4.7058824;6.7146283
310;TTLK;TATTELECOM;Communications;Russian Federation;Specialty Telecommunications;0.555;-1;8060000;11248797350;6.1171367;0.0922000;;0.75;0.09;14991555.5600000;5094666.6670000;0.0935000;-0.0184119;1.3591476;0.1010172;-421257000;0.0393000;;6.9680850;4357006000;1.8268900;;0.0935000;;0.0922000;;0;33.0455363;3238947000;;9801466000;19.2787686;-387081000;1864559000;19.0232665;29.1179707;23.8418110;1.4492009;;3.3784800;1.1476650;1.1476650;;1.8206460;15.0034440;26.5146598;22.3046073;;2113061186;12064524000;2790913000;784111000;4302367000;4302367000;9801466000;19944700000;2.0758123;2.3892917;4473300;0.5581667;77.6000000;32.6164875
311;NNSBP;TNS ENERGO NN;Utilities;Russian Federation;Electric Utilities;810;1;95;10880219467;;-771.5127000;;1420.00;326.00;1744.2111110;1973.5000000;-771.5126000;36.8193356;0.6293372;-0.7588771;0;0.0000000;;0.0000000;-4785866000;;;-771.5126000;;-771.5127000;;0;-7.8608209;-3227241000;;41054758000;91.4823569;3997279000;-3843146000;-9.3610246;-11.8316104;-11.6587948;;;;0.0965814;0.0965814;;0.3801521;-19.5420689;;;;90125;20359887000;16989202000;5035529000;26995387000;26995387000;41054758000;4982910;2.4752475;5.8181694;76950;814.0000000;35.9060403;17.5616836
312;NNSB;TNS ENERGO NN;Utilities;Russian Federation;Electric Utilities;2550;-1;20;10880219467;;-771.5127000;;4200.00;527.30;243.7000000;299.8666667;-771.5126000;-174.0014136;0.6293372;-0.7588771;0;0.0000000;;0.0000000;-4785866000;;;-771.5126000;;-771.5127000;;0;-7.8608209;-3227241000;;41054758000;45.6147766;3997279000;-3843146000;-9.3610246;-11.8316104;-11.6587948;;;;0.3100068;0.3100068;;0.1333333;-19.5420689;;;;60359;20359887000;16989202000;5035529000;26995387000;26995387000;41054758000;4982910;3.0181087;6.6400675;51000;2530.0000000;86.8131868;2.2044088
313;ZILL;LIKHACHOV PLANT PJ;Consumer Durables;Russian Federation;Motor Vehicles;4035;0;225;10772845852;;;;4795.00;150.00;786.6666667;216.9666667;9755.8356000;-26.8667805;2.0442729;0.5957963;0;;;0.0000000;;;;9755.8356000;;;;0;;-59421000;;1601671000;62.1821209;12700621000;25950152000;;;;0.4965672;;;;6.7426118;;1.4831905;;;;;499540;41483328000;38750953000;13393418000;19003467000;19003467000;1601671000;2659960;1.3732834;3.5341169;907875;4033.3333330;52.8409091;57.3099415
314;MRKV;ROSSETI VOLGA;Utilities;Russian Federation;Electric Utilities;0.05605;-1;15110000;10554660556;;-0.0036000;;0.19;0.02;36001888.8900000;29219333.3300000;-0.0006000;-0.0014664;1.0443452;0.2187603;-1211856000;;;0.0000000;4700606000;3.8942400;20223400000;-0.0006000;;-0.0036000;;0;3.8707804;3020040000;1061839000;60391792000;20.5086025;7851557000;-117216000;-1.1200257;-1.1277796;-1.3338844;0.2736112;0.3175600;;0.1734190;0.1746139;0.7563792;0.4367809;-1.1238212;-1.7294322;-1.4391958;;37774584800;61144935000;8857310000;8522543000;22946022000;22186573000;60391792000;188308000000;0.8050089;1.6801236;846916;0.0561000;-24.5117845;-17.3303835
315;RKKE;ENERGIA ROCKET AND;Electronic Technology;Russian Federation;Aerospace & Defense;7480;1;212;9881614220;;;;12140.00;2750.00;103.7888889;160.8000000;;391.9168735;0.9967222;-3.8275643;;;;0.0000000;;;;;;;;0;;;;;79.6528294;6105538000;;;;;;;;;;;0.6485164;0.5676658;;6.3524674;;84032;90120111000;68005517000;22157410000;;95909017000;;1310560;3.3783784;3.6464855;1585760;7510.0000000;-16.8888889;1.6304348
316;KRKNP;SARATOV OIL REFINE;Energy Minerals;Russian Federation;Oil Refining/Marketing;15180;-1;144;9499752480;;;;22380.00;4710.00;551.3444444;614.7666667;;-118.3107983;5.2557526;;;;;;;;;;;;;;;;2525344838;;38.7194579;;;;;;;;;;;5.0893692;0.5221175;;;;;78450;43749153057;28054273799;;;6838133320;;997349;0.6596306;1.2923420;2185920;15200.0000000;-4.7678796;0.0000000
317;KRKN;SARATOV OIL REFINE;Energy Minerals;Russian Federation;Oil Refining/Marketing;12750;-1;3;9499752480;;;;19000.00;3930.00;27.1555556;29.8000000;;-287.7471353;5.2557526;;;;;0.0000000;;;;;;;;;;;2563344000;;38.6769715;;;;;;;;;;;5.0893692;0.5660377;;;;;66342;43749183000;28054293000;;;6838138000;;997349;0.7905138;2.0943814;38250;12716.6666700;-0.3906250;4.9382716
318;KCHE;KAMCHATSKENERGO P;Utilities;Russian Federation;Electric Utilities;0.184;-1;20000;9148707010;3.9914163;0.0466000;;0.28;0.04;1965000.0000000;269333.3333000;0.0466000;-0.0051597;1.4195592;2.7738928;0;0.0000000;;0.0000000;-9996000000;;;0.0466000;;0.0466000;;0;-57.8318003;-8802000000;;15220000000;43.7841032;9495000000;2278000000;14.9671485;-70.4599212;20.8541393;1.9274611;;32.8175000;0.5976111;0.5976111;;0.1351351;9.6851683;63.9259155;15.7789014;;469430721;23610000000;11206000000;13090000000;18891000000;18891000000;15220000000;48929762000;1.0869565;0.8882071;3680;0.1840000;-16.7420815;-8.9108911
319;KCHEP;KAMCHATSKENERGO P;Utilities;Russian Federation;Electric Utilities;0.439;-1;100000;9148707010;9.5922747;0.0466000;;0.56;0.04;567333.3333000;127333.3333000;0.0466000;-0.0208039;1.4195592;2.7738928;0;0.0000000;;0.0000000;-9996000000;;;0.0466000;;0.0466000;;0;-57.8318003;-8802000000;;15220000000;53.8763467;9495000000;2278000000;14.9671485;-70.4599212;20.8541393;4.6321244;;57.8368000;1.4361945;1.4361944;;5.8823529;9.6851683;63.9259155;15.7789014;;117863187;23610000000;11206000000;13090000000;18891000000;18891000000;15220000000;48929762000;4.4392523;0.6229749;43900;0.4360000;12.5641026;22.9691877
320;URKZ;URALS STAMPINGS;Producer Manufacturing;Russian Federation;Metal Fabrication;16000;-1;9;8709399319;3.2657013;4868.7858000;;21900.00;3586.00;20.4444444;15.6000000;4868.7858000;131.3324525;1.2744556;0.0740251;0;;;0.0000000;1041377000;10.1497000;;4868.7858000;;4868.7858000;;0;19.6323024;2024356000;;10311353000;56.4673953;2245481000;2666931000;25.8640258;6.5660539;25.0669432;0.2745899;;2.4815200;0.8446418;0.8446418;;0.4712042;7.5568781;8.7773642;8.7135528;;54764;35928275000;4960747000;2347239000;4219584000;4219584000;10311353000;547761;1.8750000;2.8632743;144000;16033.3333300;-6.9767442;1.1378003
321;BISVP;BASHINFORMSVYAZ;Communications;Russian Federation;Specialty Telecommunications;8.4;-1;2900;8460692413;;;;13.89;3.50;20556.6666700;26253.3333300;0.9922000;-0.1998249;0.9277289;0.8940313;-791865000;0.2640000;;3.1922610;;4.1827200;;0.9922000;;;;8099581000;;3116685000;;16191540000;26.8879040;12569247000;977479000;;;;0.4925305;;4.3813200;;0.5031957;;0.1327231;2.8433125;5.7901360;4.0793847;;31832589;43094598000;11231386000;15072045000;26236078000;26236078000;16191540000;985189300;0.9580838;2.7375655;24360;8.3933333;0.3584229;-11.1111111
322;UWGN;UNITED WAGON COMPA;Producer Manufacturing;Russian Federation;Trucks/Construction/Farm Machinery;70;-1;173663;8177766563;;-189.3589000;;900.00;67.20;216841.9889000;236312.4333000;-189.3588000;-1.8434899;0.3592157;-4.3971944;0;0.0000000;;0.0000000;1578000000;50.3105000;;-189.3588000;;-189.3589000;;0;9.8521921;5899000000;;59875000000;52.1597532;62516000000;-21965000000;-37.6267223;-6.0025052;-31.7561587;;;;0.1365846;0.1365807;;0.5057570;-17.4378464;-215.8503664;-56.1736399;;23621165;97918000000;20957000000;64885000000;112674000000;112674000000;59875000000;115997000;2.0143885;3.3706420;12156410;70.1333333;-70.4641350;-50.7042254
323;HMSG;HMS HYDRAULIC MACH;Producer Manufacturing;Russian Federation;Industrial Machinery;320;-1;470;7998578211;;-42.5960980;;839.65;283.05;;2092.3333330;-43.4244992;-1.7684190;1.4921099;1.6562942;-406446697;20.5893221;;5.9480343;5011430555;4.4169500;23749454299;-43.4244992;;-42.5960980;;3229720138;19.5180421;9240651033;2035451639;47510361132;44.7186584;13053029642;-993618149;-2.0813148;5.2888960;-0.7414324;0.7613179;0.7252340;2.2041200;0.1581003;0.1542968;1.1388115;0.4041273;-1.3979687;-8.9157169;-2.9233523;;;62277501233;41422043425;22209064704;48507697000;48868612355;47510361132;23350725;1.3834303;2.1209915;150400;320.1666667;;
324;AMEZ;ASHINSKIY METALLUR;Non-Energy Minerals;Russian Federation;Steel;16.335;1;3748800;7975276855;14.5852325;1.0970000;;18.83;3.02;1492718.8890000;1476656.6670000;1.0970000;2.2977706;2.0070508;0.6228904;0;0.0000000;;0.0000000;2597192000;2.0071300;;1.0970000;;1.0970000;;0;16.6180573;4086929000;;24587850000;71.6612278;1622699000;538578000;2.1904233;7.4351153;2.6870751;0.8978882;;1.2606400;0.3194780;0.3194781;;1.3084040;3.0972191;6.3534060;4.1816983;;107865624;17791809000;9445739000;5449426000;9043197000;9043197000;24587850000;498454822;15.7534247;8.3192020;61236648;15.9450000;230.0000000;124.8451480
325;BLNG;BELON;Energy Minerals;Russian Federation;Coal;6.865;-1;8000;7889000154;;;;12.80;2.22;116623.3333000;54050.0000000;;0.0384292;1057.7673270;0.0000000;;;;0.0000000;;;;;;;;0;;;;;73.2737226;-31000;;;;;;;;;;;0.3165809;10.7359352;11.0283570;11.0283570;;20832250;6176498000;1709352000;0;;294914000;;1150000000;1.9679300;2.7490901;54920;6.9066667;53.2366071;30.0682077
326;BRZL;BURYATZOLOTO;Non-Energy Minerals;Russian Federation;Precious Metals;1086;-2;1211;7589451427;7.5891461;142.3085000;;1490.00;277.80;2528.9444440;2130.4666670;142.3085000;-9.1928584;24.1596898;0.0000000;0;0.0000000;;0.0000000;2406712000;-2.1401700;;142.3085000;;142.3085000;;0;43.7913285;2718253000;;6207286000;52.7873262;-12334324000;1058815000;17.0576158;31.7262488;26.9903787;0.4913343;;10.0391000;1.2945275;1.2945275;;0.3153564;6.1239666;6.6320321;6.6320321;;563447;17442907000;14580252000;0;1088455000;1088455000;6207286000;7440280;5.0561798;5.1852103;1315146;1092.0000000;-9.5000000;11.3846154
327;PMSBP;PERM ENERGY SUPPLY;Utilities;Russian Federation;Electric Utilities;152.2;1;3480;7171370175;;;;209.00;34.60;14343.7777800;13142.6666700;;6.2787364;1.2384295;0.0084875;-534904000;12.5000000;;8.2781460;1279554000;2.9638000;;;;;;0;6.3206473;2558627000;;40539598000;61.5576439;-1843010000;737848000;1.8200674;3.0264952;2.5935210;2.7847972;;;0.0422890;0.0422890;;1.2219101;11.7491383;39.4264567;39.1168999;;3898440;6771850000;5851146000;16665000;4808384000;4808384000;40539598000;47564500;4.9136786;2.0330008;529656;153.6000000;16.7178004;12.5739645
328;PMSB;PERM ENERGY SUPPLY;Utilities;Russian Federation;Electric Utilities;151;-1;1130;7171370175;7.3958108;20.3764000;;248.00;28.30;10543.5555600;11527.6666700;20.3764000;-11.2251988;1.2384295;0.0084875;-534904000;12.5000000;;8.2946250;1279554000;3.3083300;;20.3764000;;20.3764000;;0;6.3206473;2558627000;;40539598000;26.5375230;-1843010000;737848000;1.8200674;3.0264952;2.5935210;2.7792644;;6.4563300;0.1346089;0.1346089;;0.1857026;11.7491383;39.4264567;39.1168999;;2549254;6771850000;5851146000;16665000;4808384000;4808384000;40539598000;47564500;2.2895623;3.8385025;170630;150.4666667;16.0645568;3.1420836
329;SVAV;SOLLERS AUTO;Consumer Durables;Russian Federation;Motor Vehicles;202;-2;7700;7111058340;;-62.0076000;;888.00;190.50;20148.5555600;11429.3333300;-62.0076000;-5.2296837;0.9798743;0.5107606;0;0.0000000;;0.0000000;-8976000000;;;-62.0076000;;-62.0076000;;1484000000;-5.1542017;-4254000000;;65985000000;19.7052135;1619000000;-2125000000;-3.2204289;-18.8982345;-3.6038494;0.4287615;;;0.1080270;0.1080270;;0.8743045;-3.2073293;-12.0141343;-10.0801670;;7630490;67551000000;33351000000;12887000000;42320000000;42320000000;65985000000;34270000;3.2258065;2.1266099;1555400;203.8333333;-26.5454546;-23.7735849
330;KRSB;KRASNOYARSKENERGOS;Utilities;Russian Federation;Electric Utilities;9.19;0;19600;7040084492;;;;13.64;1.26;122437.7778000;27113.3333300;;-0.0066637;0.9343442;0.0000000;;;;7.0188723;;;;;;;;0;;;;;49.1960367;-636076000;;;;;;;;;;;1.7547001;15.5541528;46.7387710;46.7387710;;31858338;4324082000;2551865000;0;;2765957000;;765033000;2.9933481;1.9400815;180124;9.1633333;32.2302158;14.8750000
331;KRSBP;KRASNOYARSKENERGOS;Utilities;Russian Federation;Electric Utilities;9.16;-1;5000;7040084492;;;;13.16;1.20;59372.2222200;16556.6666700;;-0.0566909;0.9343442;0.0000000;;;;7.0803065;;;;;;;;0;;;;;48.2724945;-636076000;;;;;;;;;;;0.3441156;15.5541528;46.7387710;46.7387710;;34852440;4324082000;2551865000;0;;2765957000;;765033000;1.3157895;2.1067374;45800;9.1733333;30.4843305;13.9303483
332;MRKY;ROSSETI SOUTH;Utilities;Russian Federation;Electric Utilities;0.04575;1;6190000;6922431154;;;;0.10;0.02;17140222.2200000;9677000.0000000;;0.0005395;0.5786900;6.5000223;;;;0.0000000;;;28841200000;;;;;0;;;1341358000;;29.2252821;21835413000;;;;;;1.9634500;;;;0.5176593;1.0772712;;;;;24084078543;43802877000;11228813000;23190591000;;40235106000;;151641000000;0.4385965;1.0126218;283193;0.0457167;-8.3166333;-5.7672503
333;KGKCP;KURGAN GENERATION;Utilities;Russian Federation;Electric Utilities;46.8;-1;3850;6541260654;;;;188.99;24.01;7998.8888890;9989.6666670;;-3.0921512;1.4579934;0.6848656;;;;7.2370696;;;;;;;;11675000;;;;;36.7413894;3199240000;;;;;;;;;;;0.4178424;0.6547583;1.2665367;0.9876175;;3138142;10056002000;3663567000;3335581000;;5185585000;;136846100;1.7094017;2.2186227;180180;47.0666667;-13.3333333;-7.3267327
334;KGKC;KURGAN GENERATION;Utilities;Russian Federation;Electric Utilities;48;-1;1220;6541260654;;;;101.00;10.90;2395.3333330;2486.3333330;;-0.2882960;1.4579934;0.6848656;;;;4.7062760;;;;;;;;11675000;;;;;25.3652211;3199240000;;;;;;;;;;;0.6605306;0.6547583;1.2665367;0.9876175;;22041540;10056002000;3663567000;3335581000;;5185585000;;136846100;2.5210084;2.7566583;58560;48.1333333;-11.1111111;-5.8823529
335;RUSI;INVESTMENT CO IC;Miscellaneous;Russian Federation;Investment Trusts/Mutual Funds;59.4;1;5900;6278399834;15.1647019;3.7917000;;111.80;15.00;40638.8888900;11763.3333300;3.7917000;1.7885921;;0.0000000;0;;;0.0000000;599842000;6.3987800;;3.7917000;;3.7917000;;0;97.7277874;824243000;;843407000;51.5816981;-333642000;409238000;48.5220066;69.3001125;61.6237475;1.3626329;;;7.3582392;7.3582392;;0.8613139;;;;;108527158;4680227000;;0;109232000;109232000;843407000;109000000;8.0139373;4.6458608;350460;59.5666667;54.6874919;54.2857143
336;TGKB;TERRITORIAL GENER;Utilities;Russian Federation;Electric Utilities;0.004;-1;1410000000;5956941770;;;;0.05;0.00;858522222.2000000;465000000.0000000;;0.0001190;0.5606674;0.8432764;;;;0.0000000;;;;;;;;0;;;;;48.9368119;15685183000;;;;;;;;;;;3.9264829;1.0706297;3.9745488;2.5858371;;228387000000;64876964000;12676132000;16100433000;;45784252000;;1474900000000;4.0000000;1.8113549;5640000;0.0040533;-8.3619702;2.6957638
337;TGKBP;TERRITORIAL GENER;Utilities;Russian Federation;Electric Utilities;0.00664;0;55500000;5956941770;;;;0.01;0.00;75426666.6700000;33463333.3300000;;-0.0000002;0.5606674;0.8432764;;;;0.0000000;;;;;;;;0;;;;;61.7204908;15685183000;;;;;;;;;;;3.0799112;1.0706297;3.9745488;2.5858371;;16291108655;64876964000;12676132000;16100433000;;45784252000;;1474900000000;2.7565084;2.2677269;368520;0.0066267;-7.2625698;1.8404908
338;UNKL;SOUTHERN URALS NIC;Non-Energy Minerals;Russian Federation;Other Metals/Minerals;8470;-1;32;5109759142;22.4968095;380.4984000;;13960.00;815.00;121.0111111;206.5000000;380.6619000;-257.0789793;0.4297432;0.0527761;0;;;0.0000000;-144129000;;;380.6619000;;380.4984000;;0;25.6429300;23133000;;90212000;57.0520761;389537000;228297000;253.0672194;-182.4347094;327.7468630;0.6954057;;;56.9076034;56.9076034;;0.5797101;2.8545760;3.1410259;2.9897747;;95368;8138177000;41652000;389613000;755798000;755798000;90212000;599737;1.3142174;4.1635382;271040;8440.0000000;-3.6405006;10.0000000
339;MRKZ;IDGC OF NORTH WEST;Utilities;Russian Federation;Electric Utilities;0.04885;0;24070000;4707878565;;;;0.13;0.02;43270555.5600000;48012333.3300000;;0.0005014;0.4432124;0.7759817;;;0.0000000;0.0000000;;;19597400000;;;;;0;;;1941142000;;23.5164769;14496603000;;;;;;0.2579940;;;;0.3821192;0.2820152;1.2520326;3.1893087;1.8827057;;28929257518;48904251000;8427838000;15341500000;;29133810000;;95785900000;1.3402062;2.5448224;1175820;0.0488167;-5.6038647;-10.0368324
