Id;Ticker;Description;Sector;Country;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
85;SBER;SBERBANK OF RUSSIA;Finance;Russian Federation;Regional Banks;305.81;1;39625370;6790740000000;7.3775842;41.0568000;285555;320.19;0.49;40766157.3300000;26903975.6700000;32.8540000;4.8779412;0.4310826;1.0087259;-421200000000;18.7000010;;6.1720247;;;8628320000000;32.8540000;13.9800000;41.0568000;11.7400140;57400000000;;;;3359600000000;64.3085122;2097100000000;755900000000;25.9410734;33.8647303;33.0495507;1.3891147;1.2781900;7.2387300;1.8942901;2.0238834;;1.3571231;2.6804927;19.2344586;15.0510904;11765159.0800000;10260266297;37500400000000;5834100000000;5155800000000;31119500000000;32389200000000;3359600000000;22478100000;1.8431190;1.5367662;12117834400;304.5333333;35.0750943;12.5750088
86;SBERP;SBERBANK OF RUSSIA;Finance;Russian Federation;Regional Banks;288.88;2;4639560;6790740000000;6.9096958;41.0568000;285555;299.50;36.54;4930312.2220000;2918536.6670000;32.8540000;8.3417169;0.4310826;1.0087259;-421200000000;18.7000010;;6.6197042;;;8184150000000;32.8540000;13.9800000;41.0568000;11.7400140;57400000000;;;;3359600000000;63.0200027;2097100000000;755900000000;25.9410734;33.8647303;33.0495507;1.3010167;1.1911800;6.4275400;1.7741537;1.8955282;;1.3277057;2.6804927;19.2344586;15.0510904;11765159.0800000;390490258;37500400000000;5834100000000;5155800000000;31119500000000;32389200000000;3359600000000;22478100000;2.2196344;1.5138109;1340276093;287.3100000;37.9890070;19.3423118
89;GAZP;GAZPROM;Energy Minerals;Russian Federation;Integrated Oil;285.96;1;31794990;6680670000000;9.5995864;29.3971000;477600;369.50;84.00;41020070.0000000;40739699.3300000;5.6601000;2.8689764;1.6243068;0.3559418;-372524000000;12.5500000;;4.4472003;1614600000000;7.5786400;10065000000000;5.6601000;19.8515514;29.3971000;16.0463183;121208000000;34.3685524;1968880000000;977675000000;6321560000000;35.2964595;4109590000000;133834000000;10.1252416;11.7674411;10.9705444;0.4750144;0.3671870;;0.9717093;1.0555338;1.3192002;0.9041552;2.9469151;4.8317551;3.6957029;13236095.0600000;11753253566;24333900000000;4083210000000;5415810000000;9058080000000;9118470000000;6321560000000;23673500000;1.3131884;1.7239054;9092095340;285.0800000;51.1816099;34.2661283
98;ROSN;ROSNEFT OIL CO;Energy Minerals;Russian Federation;Integrated Oil;541.05;-1;4049090;5874040000000;11.6848290;47.4333000;;586.95;76.00;7191184.8890000;9101551.0000000;14.8846000;-13.3959990;0.9644914;0.7665665;-172000000000;6.9400000;;1.2521425;1105000000000;8.0949000;9335700000000;14.8846000;18.5649640;47.4333000;26.8828980;82000000000;48.5165794;2301000000000;949000000000;5122000000000;37.9851045;3093000000000;147000000000;8.7647857;8.4157456;9.5210394;1.1188155;1.1202000;7.9722600;1.0210151;1.0686788;0.7936660;1.0426890;3.1439104;9.6663815;5.5375191;;3111716306;15459000000000;3015000000000;4338000000000;9863000000000;9800000000000;5122000000000;10598200000;2.8264294;2.1105266;2190760145;545.1333333;48.4362140;24.3507211
105;NVTK;NOVATEK;Energy Minerals;Russian Federation;Integrated Oil;1633.4;1;922384;4872060000000;29.4414996;54.5013000;;1709.60;45.30;1261779.0110000;1252189.1330000;22.5768000;89.5513046;2.6362457;0.1089900;-89857000000;35.5600000;;2.2161288;178050000000;25.0348000;4566070000000;22.5768000;29.6300000;54.5013000;25.9570580;0;34.2893031;228278000000;87603000000;699750000000;52.2682929;79461000000;67832000000;21.5942916;17.7221653;25.6078606;2.9743269;2.6490900;;6.3573921;6.8896330;2.5288522;0.7489675;7.9021750;9.9419087;9.0852494;;750457416;2097980000000;369686000000;185800000000;427712000000;393235000000;699750000000;3036310000;1.3833992;2.6125730;1506622026;1631.4000000;49.0056559;29.4910417
111;LKOH;OIL CO LUKOIL;Energy Minerals;Russian Federation;Integrated Oil;6285;-1;838698;4185780000000;19.9970449;334.9614000;;7013.00;25.00;1061308.4780000;924354.8000000;23.3116000;-174.0982198;1.5421380;0.1530288;-407309000000;259.0000000;;4.0374120;850631000000;5.5554800;4350650000000;22.4551000;242.9567360;320.7974000;220.4875360;25627000000;22.9158173;1045250000000;482201000000;5195100000000;58.5448355;171820000000;15175000000;4.0085371;8.0245755;5.6239504;1.0152236;0.9249830;;0.8028826;0.8344796;1.0785207;1.0572011;3.4952821;5.0415086;4.4735551;;357662107;6378320000000;1651400000000;661000000000;1894860000000;2058870000000;5195100000000;652499000;2.3857018;1.8535446;5271216930;6317.8333330;22.3714953;21.5784892
113;GMKN;MMC NORILSK NICKEL;Non-Energy Minerals;Russian Federation;Other Metals/Minerals;25268;1;207115;4065330000000;16.0106257;1604.5594000;;28224.00;345.07;321523.9222000;233875.6000000;1547.7298000;-201.9930045;1.5814856;2.1167914;-301358000000;1644.5700000;;6.4015960;766373000000;5.4428600;;1547.7298000;1766.8527400;1604.5594000;1975.6959910;0;53.7255838;600545000000;;1132280000000;50.3319242;348003000000;244921000000;22.3173596;47.5832279;30.1212587;13.6419169;;25.4893000;3.5731494;3.5903858;;0.9849393;18.5542281;95.1186327;28.2138238;;64542755;1531510000000;633061000000;731952000000;1185720000000;1185720000000;1132280000000;158245000;1.5150301;2.0457119;5233381820;25182.0000000;20.9805611;6.6970695
140;SIBN;GAZPROM NEFT;Energy Minerals;Russian Federation;Integrated Oil;425.35;0;470240;2020740000000;9.3239379;45.7103000;;478.55;101.00;1216918.0000000;1062062.0000000;24.9468000;-2.4830174;1.0082849;0.3734537;-93494000000;15.0000000;;3.5194743;446566000000;6.3015000;2550410000000;24.9468000;17.8400000;45.7103000;17.6620000;40317000000;41.9643328;662809000000;314805000000;1789270000000;53.0616373;628319000000;117699000000;11.2492821;11.5580283;10.4457806;0.9645855;0.8052040;65.7768000;1.0488770;1.1238161;0.7017893;0.6833791;5.1704346;10.1605823;7.2929898;;324636811;4380320000000;821361000000;875524000000;1996730000000;2035920000000;1789270000000;4741300000;1.2405482;1.6247606;200016584;425.1666667;31.7689012;34.2009738
143;PLZL;POLYUS;Non-Energy Minerals;Russian Federation;Precious Metals;14046;-1;63158;1859700000000;10.2053532;1351.8017000;;18773.00;301.00;130482.4222000;103248.4333000;886.9827000;118.6354634;2.2072655;1.2391220;-65552000000;627.3300000;;4.5541196;277261000000;8.4674000;2017330000000;883.4715000;507.7119090;1349.7818000;325.4300630;0;71.5414575;259441000000;52978000000;364216000000;56.0029230;129907000000;119175000000;47.6038565;65.7494349;59.2064976;10.6688671;9.0389300;24.9540000;4.8722170;5.1018210;1.6983375;0.6888353;32.4959280;123.3362513;45.8002802;;29863916;567883000000;193703000000;266182000000;358217000000;353068000000;364216000000;135005000;1.6040857;2.0133896;887117268;14024.3333300;-22.6946256;-7.8648737
145;YNDX;YANDEX N.V;Technology Services;Netherlands;Internet Software/Services;4977.2;-1;745954;1801210000000;118.5010479;44.8053040;11864;5653.20;683.00;706954.4111000;472960.6000000;76.5309647;-277.0585365;3.4777917;0.3011627;0;0.0000000;0.0000000;0.0000000;42172205144;37.8759000;1616130000000;73.8016783;5.0362360;42.8418152;7.4841700;116525000000;49.9244493;117479000000;34330929140;223201000000;35.1794623;-125119000000;26079517008;6.4268535;4.1142506;11.7928060;5.5161572;5.2202900;220.9220000;7.2720860;8.0378373;3.4013713;1.5602625;3.4245748;5.9908685;4.3766113;18813307.8400000;300017571;553425000000;291665000000;105940000000;166353000000;201655000000;223201000000;356852674;2.6422018;2.2460352;3712762249;4969.4000000;14.6767377;-3.6733114
150;NLMK;NOVOLIPETSK STEEL;Non-Energy Minerals;Russian Federation;Steel;257.5;1;9397300;1532710000000;6.8575588;37.3719000;;282.46;15.50;10837764.5600000;12322076.3300000;14.9217000;18.0948377;1.5156863;0.4854352;-118445000000;21.6400000;;13.6896840;349747000000;7.4538800;1521720000000;14.9217000;16.7508930;37.3719000;18.5192410;15779610000;46.3263941;240580000000;166844000000;668921000000;93.7583570;143331000000;89430605576;25.8505494;35.3990980;33.4253688;4.3902739;3.2403600;;1.7727429;2.2961531;0.8620915;0.8446389;28.9310324;56.9137151;41.2577486;;1243595225;826530000000;338823000000;206961000000;378772000000;400188000000;668921000000;5993230000;1.4698984;2.6611256;2419804750;257.6200000;73.1674512;23.3001341
151;CHMF;SEVERSTAL;Non-Energy Minerals;Russian Federation;Steel;1797;1;1674373;1497840000000;8.2937125;216.7009000;;1911.20;56.72;1744949.4440000;1737016.6000000;89.1065000;112.8922804;1.4995261;0.5753900;-88851766705;116.4000000;;11.4558160;308111000000;7.2253100;1438250000000;89.1065000;;215.5850000;106.9629860;;53.4157095;211131000000;129990000000;497078000000;81.1493204;112064000000;73512536622;27.8300214;41.8994082;35.1057798;7.4206070;4.4962200;;2.3251110;2.9675430;0.9061611;1.0111450;31.1534543;71.8517911;44.4479332;;192424054;638709000000;231142000000;169777000000;351183000000;343645000000;497078000000;837719000;1.7903389;2.6261445;3008848281;1793.7333330;91.0482711;35.8071342
152;SNGSP;SURGUTNEFTEGAS PJS;Energy Minerals;Russian Federation;Integrated Oil;38.06;-1;24874200;1470210000000;;;;49.06;0.07;37957956.6700000;46544190.0000000;;-4.1492275;7.1004270;0.0166185;-30648000000;0.7000000;;17.5755200;251445000000;0.6668290;;;2.1200000;;2.7700000;5364000000;69.3728982;736052000000;;1061010000000;6.8639735;-1330100000000;742871000000;70.0155890;15.8027084;83.8173699;0.2647171;;;0.2775529;0.2775529;;0.4237557;13.2399024;15.4617679;15.4362918;;7696529816;5953800000000;1659460000000;85758000000;793395000000;793395000000;1061010000000;35725350000;1.3754794;2.0120734;946712052;38.0633333;4.1598220;-9.1971870
153;SNGS;SURGUTNEFTEGAS PJS;Energy Minerals;Russian Federation;Integrated Oil;32.355;-2;66689100;1470210000000;1.5826605;20.7941000;;54.89;0.26;34978546.6700000;32593780.0000000;20.7942000;-1.0229529;7.1004270;0.0166185;-30648000000;0.7000000;;2.1270130;251445000000;-0.1757580;;20.7942000;2.1366836;20.7941000;2.7073701;5364000000;69.3728982;736052000000;;1061010000000;28.2230162;-1330100000000;742871000000;70.0155890;15.8027084;83.8173699;0.2278498;;46.7172000;1.1081171;1.1081060;;1.6887806;13.2399024;15.4617679;15.4362918;;35594130789;5953800000000;1659460000000;85758000000;793395000000;793395000000;1061010000000;35725350000;4.1187442;2.0952276;2157725831;32.6733333;-13.4545895;-10.0875390
161;TCSG;TCS GROUP HOLDING;Finance;Cyprus;Regional Banks;6072.8;-1;314265;1230280000000;25.0534340;254.3020071;25970;6991.00;810.00;295781.3667000;275867.3333000;230.6209992;-440.8708335;0.3064254;0.4282884;-12116671180;59.1715200;18.1245120;0.9753231;;;884537000000;228.7053212;71.0950000;252.0213394;73.9900000;0;;;;209761000000;38.3839656;7803455220;45192433660;22.9474001;29.9798475;29.1520322;6.4365940;6.5460200;7.5988500;5.7774755;5.9480742;;1.4241885;6.8760253;44.5315481;30.3730075;8077035.2600000;197332265;873557000000;131747000000;56645304444;732278000000;741297000000;209761000000;197517932;6.6666667;3.9103402;1908468492;6136.9333330;211.2022138;157.2784383
162;TRNFP;TRANSNEFT;Industrial Services;Russian Federation;Oil & Gas Pipelines;162850;0;1403;1172940000000;9.2408705;17509.1729000;;235700.00;24310.01;2166.6777780;2070.8666670;18379.0448000;-193.7874556;1.8285198;0.2588553;-84109000000;9224.2800000;;5.7010384;425433000000;3.4300900;1305140000000;18379.0448000;;17509.1729000;;45671000000;28.2958017;290396000000;76226000000;962440000000;32.6230302;191614000000;133236000000;13.3255646;21.8470809;16.7472941;0.5375369;0.4792500;12.5267000;1.2313982;1.2187188;1.7259086;0.6168118;3.7558922;5.7356763;4.6200237;;1521657;3357340000000;529607000000;589609000000;1150130000000;1079580000000;962440000000;7249348;2.5339926;2.6760731;228478550;163516.6667000;21.3487332;15.8662398
164;TATN;TATNEFT;Energy Minerals;Russian Federation;Oil & Gas Production;488.5;-2;4502308;1106260000000;9.1211073;54.1272000;;847.10;14.16;4826059.9890000;4039833.0000000;45.9841000;-10.7093659;0.9919689;0.0677052;-77560000000;22.2400000;;4.5047600;209639000000;6.1629600;1296890000000;45.9841000;19.4700000;54.1272000;20.3600000;0;62.3266287;447131000000;180889000000;738927000000;34.0735780;-44565000000;103490000000;15.2817657;20.4798013;20.0153035;1.3424432;1.5354400;52.7112000;1.3937478;1.5036704;0.8115398;1.0292309;9.5379728;14.8209742;14.1654937;;1421853282;1317550000000;305333000000;59250000000;423524000000;442434000000;738927000000;2250562265;2.1627189;2.0808105;2199377458;490.0000000;-12.5179114;-4.9055888
165;TATNP;TATNEFT;Energy Minerals;Russian Federation;Oil & Gas Production;454.6;-2;1136815;1106260000000;8.5151273;54.1272000;;827.00;9.01;1114659.0220000;979678.8333000;45.9841000;-12.0491300;0.9919689;0.0677052;-77560000000;22.2400000;;4.8253417;209639000000;5.7065000;1216090000000;45.9841000;19.4700000;54.1272000;20.3600000;0;62.3266287;447131000000;180889000000;738927000000;35.7320657;-44565000000;103490000000;15.2817657;20.4798013;20.0153035;1.2532552;1.4426700;48.8120000;1.3011512;1.4037709;0.8115398;0.9038524;9.5379728;14.8209742;14.1654937;;147498674;1317550000000;305333000000;59250000000;423524000000;442434000000;738927000000;2250562265;2.6048565;1.9808267;516796099;456.9666667;-15.4547161;-4.4355706
170;ALRS;ALROSA;Non-Energy Minerals;Russian Federation;Other Metals/Minerals;130.11;1;25216700;966357000000;17.9768534;7.3272000;;141.73;21.82;24570067.5600000;28304187.3300000;4.4088000;3.3159421;2.5029311;0.5976211;-18992000000;9.5400000;;7.2707870;90967000000;8.3999400;741605000000;4.4088000;3.3200000;7.3272000;4.1793970;1439000000;38.6406488;89895000000;33688000000;217128000000;47.4042544;-21654000000;31783000000;21.6037693;27.6999088;26.2266921;3.5937717;2.6436200;11.9297000;3.8836849;4.3732594;1.7142219;1.3920954;10.1811054;19.3753210;13.8667822;;2935330888;556271000000;308266000000;172884000000;251004000000;264257000000;217128000000;7364970000;3.9430112;2.9153223;3280944837;131.6433333;86.2439137;31.4242424
173;OZON;OZON HLDGS PLC;Retail Trade;Cyprus;Internet Retail;3833.5;-2;124325;784643000000;;-118.5796198;14834;5181.00;2674.50;376551.7889000;208922.1667000;-138.2616529;-161.8212519;3.1688117;0.9434853;0;;;0.0000000;-13578515859;;;-138.2616529;-34.2582320;-118.5796198;-36.9693080;0;27.7187350;27118118031;9991754306;106671000000;29.3760470;-71452047369;-22759264921;-19.7066420;-16.2381686;-19.5995469;9.9761181;;4251.7000000;;5.9888259;2.8408263;0.6878795;-22.7163497;-56.7351097;-43.6443471;7190998.8040000;195223010;196399000000;162747000000;69132045831;75351000000;123126000000;106671000000;203729958;1.9102447;2.5724714;476599888;3849.8333330;;16.5374677
174;RUAL;UNITED COMPANY RU;Non-Energy Minerals;Russian Federation;Aluminum;52.065;1;16657460;771045000000;13.3757457;3.7882000;48548;58.72;15.04;18874032.8900000;22508828.6700000;3.6148000;4.1658178;2.1060552;1.1898212;0;;;0.0000000;73095857190;12.9623000;;3.6148000;5.1204030;3.7882000;8.0455380;168121000000;16.8013845;103178000000;;619792000000;51.0149097;410946000000;54917337890;9.2683942;5.1233179;-2.9424932;1.5907255;;7.6516800;1.2397730;1.2420787;;1.3689948;4.4555141;12.1631243;5.7543574;12766575.7800000;1581712844;1329440000000;434763000000;575813000000;845487000000;845487000000;619792000000;15193000000;3.1170855;2.8599562;867270655;52.1083333;71.5768717;46.9932325
175;MAGN;MAGNITOGORSK IRON & STEEL;Non-Energy Minerals;Russian Federation;Steel;68.6;1;19549430;767230000000;5.3706405;12.8197000;;71.88;4.20;37138395.8900000;34054779.0000000;3.9043000;5.3399545;2.1195524;0.1715762;-45077077082;;;9.1319540;219526000000;5.7330600;678441000000;3.9043000;6.7948950;12.8197000;5.8389710;0;37.3236712;126259000000;110414000000;462709000000;85.6560321;-73053750;43629979905;21.6865344;28.7093231;27.3239452;2.2701135;1.6020500;;1.1647660;1.6627126;1.2803298;0.4638892;25.2516502;37.2969240;33.7753980;;1758834820;625705000000;262920000000;72761535000;218269000000;201628000000;462709000000;11174300000;1.7906943;2.5425972;1341090898;68.6600000;70.7529601;22.8620063
176;PIKK;PIK SHB;Consumer Durables;Russian Federation;Homebuilding;1144.7;1;177168;760100000000;8.7703402;130.7817000;;1170.00;54.97;215917.9222000;134228.3667000;130.7817000;125.0819832;2.5389810;1.3168267;-15000000000;68.1400000;;3.9476883;129846000000;3.5478500;;130.7817000;;130.7817000;;264000000;37.5419888;165244000000;;380161000000;81.8564711;143532000000;86381000000;22.7222151;33.2403903;27.7479805;4.2049109;;;1.9928148;1.9928148;;1.0701013;15.0850906;59.7885484;28.4724500;;71295367;660268000000;552335000000;240072000000;477957000000;477957000000;380161000000;660497000;4.0000000;2.7482569;202804210;1146.5666670;129.9517925;92.0959828
178;POLY;POLYMETAL INTL PLC;Non-Energy Minerals;Cyprus;Precious Metals;1592.1;-1;905719;743588000000;8.8491746;180.6857975;12065;2084.50;227.25;1487786.9000000;923677.0000000;181.6867428;4.6107910;2.1756329;0.8841159;-37923821834;95.2540016;;6.0133150;132089000000;6.9064100;;179.1388819;110.2069560;178.2087105;93.9957850;1035501109;59.1847728;133798000000;;225887000000;39.5451598;102367000000;85624263017;37.8432529;50.9086928;49.0091386;5.0248075;;80.6651000;3.3527853;3.3370038;;0.9942608;26.1163532;57.7051161;32.8206216;18722520.7800000;320389318;328402000000;101701000000;130917000000;180325000000;180325000000;225887000000;473576000;2.0875635;1.9953425;1441995220;1591.6000000;-18.2238430;-8.2415999
181;FIVE;X5 RETAIL GROUP NV;Retail Trade;Russian Federation;Food Retail;2373;-1;192675;634972000000;19.5981321;121.1925702;339716;3140.00;1277.50;466162.5667000;431998.4667000;106.7158363;8.4035949;0.4805069;7.8409614;-51108933759;170.1616037;;7.8364940;233927000000;6.4404900;1452790000000;106.7084399;21.8800000;121.1850184;48.9200000;104920000000;18.1595090;369818000000;94169995537;2022180000000;26.7116763;791635000000;28976689106;1.6035099;4.3419566;2.5203720;6.7991145;6.4485500;19.6353000;0.3142578;0.3189241;0.1282059;0.5577966;3.0036913;30.0572922;4.6219881;5952557.7280000;;1166000000000;192942000000;803849000000;1078460000000;1063480000000;2022180000000;271529776;1.9027484;1.9873072;457217775;2382.6666670;-16.0594270;-13.6777010
182;MTSS;MTS;Communications;Russian Federation;Wireless Telecommunications;315.15;-2;4150370;634586000000;;33.9462000;;384.30;80.62;3865350.5560000;4082640.6670000;34.8839000;-6.0457975;0.7983653;17.7449373;-74923000000;35.4400000;;11.1604470;;4.9204200;;34.8580000;4.6400000;;10.1150000;0;;209267000000;;494926000000;31.8077327;447268000000;61412000000;11.3974670;22.1392828;;19.6525001;;40.6569000;;1.1325121;;1.4144530;6.7269305;189.8361611;11.6883855;;712655650;919203000000;262354000000;580082000000;886513000000;886513000000;494926000000;1772832578;1.4640357;1.1384089;1307989106;316.0500000;-5.6295881;-4.8460174
184;VTBR;VTB BANK;Finance;Russian Federation;Regional Banks;0.04805;1;59596050000;620692000000;5.9259259;0.0081000;;0.17;0.02;68657095889.0000000;44115755333.0000000;0.0050000;0.0015221;2.5711107;1.6065045;-26700000000;0.0014000;;0.0354906;;;1852200000000;0.0050000;0.0034199;0.0081000;0.0029240;117500000000;;;;1405500000000;42.2530126;1299600000000;65200000000;8.1783519;7.6258657;9.6957435;0.3997335;0.3429050;;0.4839998;0.4425387;;1.4398818;0.5975478;6.6167212;2.9854138;;3919910000000;18588400000000;2541800000000;2588400000000;16586200000000;16977200000000;1405500000000;12958000000000;2.4648626;2.0650151;2863590203;0.0481883;24.6433204;26.7977306
185;PHOR;PHOSAGRO;Process Industries;Russian Federation;Chemicals: Agricultural;4628;-1;106779;604377000000;11.8752450;392.8340000;;12750.00;782.90;97196.2222200;82418.9000000;130.7490000;-59.7294235;0.9156830;1.2805095;-38852000000;297.0000000;105.0000000;6.9423614;102340000000;6.4803900;667859000000;130.7490000;142.0000000;392.8340000;197.6273310;0;45.2469358;117661000000;34624000000;253879000000;55.3730392;143652000000;16932000000;18.3388609;27.0948089;24.8114636;5.7198888;4.1576300;87.0464000;2.1777848;2.3795489;0.6029376;2.2368231;15.5528108;43.7977822;20.5200190;;43749374;334511000000;78116000000;161567000000;218814000000;208337000000;253879000000;129500000;2.8013029;2.1225719;494173212;4655.6666670;70.0845278;47.5765306
188;MGNT;MAGNIT;Retail Trade;Russian Federation;Food Retail;5381.5;2;194255;537277000000;15.6663977;337.9251000;316001;12944.00;2289.00;345714.7444000;295476.4000000;337.9456000;205.5129469;0.9389945;2.8632706;-29871472000;490.6200000;;9.3061460;172621000000;5.9984500;;336.0695000;106.8039745;336.0696000;;26879317000;17.9150078;278359000000;;1553780000000;60.1228339;478961000000;32993292000;2.1234247;5.4850136;2.7483034;2.8115766;;6.0751000;0.3340891;0.3326642;;0.7798938;3.4542615;17.7659457;5.1734227;4917001.3730000;65674913;961606000000;266931000000;523660000000;776549000000;776549000000;1553780000000;101911000;1.3705060;1.7457759;1045383283;5369.1666670;16.1809154;-5.3469352
192;FIXP;FIX PRICE GROUP LT;Retail Trade;Russian Federation;Department Stores;560.1;-1;164159;456026000000;;;;757.00;538.30;147309.4778000;116520.9000000;21.1390255;-39.9364928;0.6960474;-7.1299529;-14531282068;;;0.0000000;;;;21.1390255;;;;205013109;;52802920982;;194301000000;13.8821698;-643041118;17967305639;;;;;;;;2.3968683;;1.0425150;24.6104164;358.2821786;214.9800867;;;82112250447;56813632795;25733645469;85721481229;85721481229;194301000000;850000000;1.7132552;3.0166413;91945456;559.5333333;;
193;MOEX;MOSCOW EXCHANGE;Finance;Russian Federation;Investment Banks/Brokers;173.13;1;3333710;391359000000;14.8964011;11.5665000;1980;192.63;42.62;7773900.7780000;6541414.3330000;11.1571000;4.9014108;;34.0831094;-17899400000;9.4500000;;5.4967427;35533200000;110.3460000;4712920000000;11.1378000;3.0300000;11.5397000;2.9100000;15971400000;87.8079365;44127000000;11636000000;50486400000;61.5952985;4319250000000;25158000000;51.0423819;62.7733599;64.3442198;2.7886048;2.7392400;;7.6147300;7.6909214;;0.5103697;0.4984825;18.7235835;18.6558702;25498181.8200000;1432101451;5792270000000;;4887070000000;4793310000000;5648880000000;50486400000;2276400000;1.2043310;1.6897929;577165212;173.5433333;19.1124789;8.7158556
197;MAIL;MAIL.RU GROUP LTD;Technology Services;Cyprus;Internet Software/Services;1518;-1;375261;368630000000;;-64.2362913;8842;2448.00;1465.80;423057.2778000;284831.7000000;-97.3519433;-77.0540353;1.1868873;0.3556850;0;0.0000000;0.0000000;0.0000000;20227673576;24.7760000;414505000000;-97.3519433;-14.8378270;-64.2362913;0.9679300;135670000000;11.6064764;10199961614;1528998144;102779000000;19.9455835;29631019618;-21386389751;-13.2769116;3.4850428;6.7344620;1.9569175;2.1649200;25.6142000;3.2230150;3.3098918;1.1868873;1.4969973;-5.3664541;-8.2414564;-6.7000931;11623904.8800000;;290602000000;61260040559;64183042495;109420000000;110153000000;102779000000;227874940;1.3994402;2.1128404;569646198;1513.4000000;-25.2732106;-23.3642973
198;UNAC;UNITED AIRCRAFT CO;Electronic Technology;Russian Federation;Aerospace & Defense;0.72;1;6445000;357573000000;;;;1.00;0.07;13513266.6700000;12052766.6700000;;-0.0135743;1.0560878;-25.1530799;;;;0.0000000;;;;;;;;0;;;;;53.3194771;432598000000;;;;;;;;;;;0.8881325;;;;;520441000000;1074850000000;780658000000;605988000000;;1098940000000;;520485000000;10.0449775;5.9772255;4640400;0.7070000;45.4545455;80.6775408
199;VSMO;VSMPO-AVISMA CORPO;Non-Energy Minerals;Russian Federation;Other Metals/Minerals;30620;1;162;357185000000;53.9148093;570.5297000;;31320.00;5571.00;765.8000000;910.2333333;570.0723000;997.8889881;2.7591911;0.5123310;-30278000;0.0000000;;0.0000000;33513586000;8.1141700;;570.0723000;;570.5297000;;2001817000;32.8309577;29236194000;;89050689000;54.3122293;33960897000;6568782000;7.3764528;19.5075672;7.2626120;1.7524566;;6.5329300;3.9769833;3.9801916;;0.1411888;1.8696376;3.4223170;2.4633136;;922902;359508000000;135314000000;103562000000;157369000000;157369000000;89050689000;11529500;1.3089005;2.7766560;4960440;30713.3333300;70.8705357;47.2115385
200;HYDR;RUSHYDRO;Utilities;Russian Federation;Electric Utilities;0.811;-1;237369000;352747000000;8.3002049;0.0976000;;2.20;0.36;473146755.6000000;447198800.0000000;0.1087000;0.0093256;1.3765365;0.2899882;-15543000000;0.0530480;;6.5483274;72649000000;6.2990800;496152000000;0.1087000;;0.0976000;;481000000;18.4540819;75786000000;21781000000;382845000000;29.2602059;132864000000;46354000000;10.6907365;11.0963094;15.6101759;0.5883165;0.5704240;21.5020000;0.9089252;0.9019937;1.1676182;0.6276163;4.3725395;6.8574715;5.6607133;;84895359583;945598000000;207846000000;182507000000;341813000000;316238000000;382845000000;435437000000;1.7424617;1.7125490;192506259;0.8145000;6.0130719;3.6951796
202;IRAO;INTER RAO UES;Utilities;Russian Federation;Electric Utilities;4.366;-2;161875300;322476000000;4.3393157;1.0141000;;9.27;0.47;181953561.1000000;183615023.3000000;1.0197000;-0.1287448;3.7781125;0.1493704;-15660000000;0.1807110;;4.1211170;144314000000;1.1744100;137306000000;1.0197000;;1.0141000;;2873000000;13.0914627;125344000000;49157000000;986292000000;27.7989047;-242366000000;74989000000;7.2414557;11.1588737;8.9545978;0.5271120;0.5817630;5.5060100;0.3142320;0.3281133;3.6049746;0.9260351;8.9059500;12.0582077;10.8952412;;26173288594;884040000000;470273000000;97224000000;272328000000;233140000000;986292000000;73714907000;1.4226710;1.7871431;706747560;4.3813333;-24.8084044;-17.6226415
203;RTKMP;ROSTELECOM;Communications;Russian Federation;Specialty Telecommunications;85.35;-1;149310;313708000000;10.4968165;8.5073000;;96.35;48.38;231161.5556000;285884.3333000;7.4242000;-1.2378334;0.6349279;2.2158274;-16664000000;5.0000000;;5.8548007;188447000000;4.2222700;;7.3174000;3.4000000;8.1358000;2.2903880;45297000000;27.9742442;111856000000;32914000000;546889000000;25.6765142;481833000000;23311000000;4.9164265;11.5242430;6.8667741;1.5898148;;;;0.4974649;0.5841542;0.5956033;2.8870549;14.8595728;4.4620855;;100390159;1007930000000;137293000000;510130000000;753448000000;777713000000;546889000000;3353319763;1.1757790;1.2875386;12743609;85.4833333;-3.2312892;-0.2920538
