ID;Ticker;Description;Country;Sector;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
232;RUGR;RUSGRAIN HOLDING;Russian Federation;Process Industries;Agricultural Commodities/Milling;11,494;-1;152100;487868430;;;;8200;3,35;320609,2222;129806;;0,14632462;0,79409086;-1,7563945;;;;0;;;;;;;;0;;;;;49,5618006;13295722000;;;;;;;;;;;2,86818782;-20,29980421;;-39,07419833;;26795494,87;8906413000;3466691000;13313386000;;16486365000;;42984000;4,91976724;3,50450797;1748237,4;11,57866667;20,05431377;33,80675204
233;DASB;DAGESTAN ENERGY SU;Russian Federation;Utilities;Electric Utilities;0,0723;-2;6117000;401506623;;;;2,19000006;0,004;8284777,778;4097933,333;;-0,00326635;0,02940609;-0,004612;;;0;0;;;;;;;;0;;;0;;26,17436683;87944000;;;;;;;;;;0,02940095;0,97851647;-222,5406263;;;;1431216735;1582020000;1338171000;202580000;;45506590000;;5269110000;7,18309859;4,50346717;442259,1;0,07313333;-22,83884739;-12,89156627
234;VLHZ;VLADIMIR CHEMICAL;Russian Federation;Process Industries;Chemicals: Specialty;65;-2;3240;329619065;;;;335;41,25;9407,777778;4149;;-0,7438624;0,82617067;1,78144943;;;;0;;;;;;;;0;;;;;40,06597432;487612000;;;;;;;;;;;1,20044461;-5,9014402;-20,17618192;-15,92509929;;;1069595000;559957000;500500000;;788644000;;5005610;2,3255814;2,93424088;210600;65,13333333;13,73577905;-6,81003584
235;GRNT;CITY INNOVATIVE TE;Russian Federation;Commercial Services;Miscellaneous Commercial Services;0,371;-1;2823200;268277459;;;;4,5;0,2814;5617721,111;3874873,333;;-0,03775569;1,64597903;0,00977101;;;;0;;;;;;;;0;;;;;18,89628384;-568300000;;;;;;;;;;;0,38775533;2,79810728;6,14203532;6,12268384;;138384001,8;1617132000;1604874000;6228000;;979736000;;737026000;2,46575342;3,22434358;1047407,2;0,37;-43,83043149;-25,94810379
236;ELTZ;ELECTROZINK;Russian Federation;Non-Energy Minerals;Other Metals/Minerals;166,5;-1;37;233817276;;;;2600;107,5;3612,777778;806,8;;2,31392486;0,47092618;14,35862789;;;;0;;;;;;;;0;;;;;34,89181264;2507361000;;;;;;;;;;;0,0730071;;;;;315120,1425;3620247000;1598833000;2529100000;;3444109000;;1404310;1,20481928;3,07484391;6160,5;166,8333333;-15,05102041;1,52439024
237;MSST;MULTISISTEMA;Russian Federation;Commercial Services;Miscellaneous Commercial Services;1,947;-1;354200;197000003;;;;21;0,54;4127743,333;1306890;0,0293;-0,06869934;1,00541499;0,52106194;0;;;0;;;;0,0293;;;;0;;48588000;;515694000;76,81560712;35773000;2933000;;;;2,46924418;;1,61836;;0,38181557;;0,16792699;0,09757962;3,74709354;3,74709354;;;3291137000;3207491000;41550000;3211396000;3211396000;515694000;100000000;3,35917313;5,36270242;689627,4;1,96066667;23,3058898;12,21902017
238;GTLC;GAS TO LIQUID;Russian Federation;Producer Manufacturing;Industrial Machinery;0,0644;1;433336000;152904397;;;;3,3698;0,025;53264344,44;42984266,67;0;0,02469888;53,8233861;0,00095121;0;;;0;;;;0;;;;0;;-7068000;;0;92,43511505;12114000;7000;;;;0,00705012;;;;;;10,43680154;0,00003197;0,00003228;0,00003225;;;21889848000;8615940000;20630000;201637000;201637000;0;2546000000;25,79113924;7,5445689;27906838,4;0,06903333;-6,12244898;24,32432432
239;SIBG;SIBERIAN GOSTINEC;Russian Federation;Distribution Services;Wholesale Distributors;0,1485;-1;5961800;95316165;;-0,0194;;6;0,1435;12467216,67;7698746,667;-0,0198;-0,01741784;0,36393258;0,41512233;0;0;0;0;;43,5329;306221000;-0,0198;;-0,0194;;0;31,61344013;10938000;1546000;29992000;18,77557447;111155000;-12569000;-43,0493429;-26,5924616;-43,0493429;0,35319518;0,727204;;3,30511339;3,17805298;0,23217526;0,95620584;-3,13739067;-6,90055749;-6,83927834;;;416966000;52942000;111352000;115058000;148726000;29992000;633330000;5,92334495;4,73696101;885327,3;0,148;-70,3;-57,87234043
240;ODVA;MEDIAHOLDING;Russian Federation;Consumer Services;Broadcasting;0,1132;-1;2783000;81480002;;-0,0536;;3,83;0,075;1553300;1099100;-0,0536;0,00497264;0,39214555;-0,98231351;0;;;0;-15048000;;;-0,0536;;-0,0536;;0;34,10537151;7289000;;21372000;75,19596067;469085000;-37539000;-175,6457047;-80,40426727;-175,6410256;;;;3,81246491;3,81246491;;5,99267873;-230,9879088;;-312,9459966;;;17652000;16316000;470260000;496379000;496379000;21372000;700000000;6,00706714;3,16314858;315035,6;0,11546667;-22,67759563;-8,85668277
241;TUCH;TUCHKOVSKIY COMPL;Russian Federation;Distribution Services;Wholesale Distributors;1,58;-1;173880;64174602;;;;26,9;0,6;2349098,667;363014;;-0,05358424;0,56815961;0,01107944;;;;0;;;;;;;;0;;;;;57,29916449;881000;;;;;;;;;;;0,29600375;7,17581607;13,49346293;13,49346293;;;175132000;36623000;1100000;;75849000;;39860000;2,15736041;4,89580821;274730,4;1,58866667;-65,50218341;-45,74175824
242;RLMN;ROLLMAN GROUP;Russian Federation;Producer Manufacturing;Industrial Conglomerates;10,4;2;170190;46529996;;;;17,5;8,3;51967,88889;22605,33333;;1,19322916;1,42910553;0,35080395;;;;0;;;;;;;;0;;;;;67,52274981;136358000;;;;;;;;;;;14,5411825;-2,83573157;-8,80188275;-5,44062045;;114734,31;802610000;340200000;140243000;;402834000;;3824477;16,66666667;3,27715636;1769976;10,6;;-9,56521739
