ID;Ticker;Description;Country;Sector;Industry;Last;Rating;Volume;Market Capitalization;Price to Earnings Ratio (TTM);Basic EPS (TTM);Number of Employees;All Time High;All Time Low;Average Volume (90 day);Average Volume (30 day);Basic EPS (FY);Bull Bear Power;Current Ratio (MRQ);Debt to Equity Ratio (MRQ);Dividends Paid (FY);Dividends per Share (FY);Dividends per Share (MRQ);Dividends Yield (FY);EBITDA (TTM);Enterprise Value/EBITDA (TTM);Enterprise Value (MRQ);EPS Diluted (FY);EPS Diluted (MRQ);EPS Diluted (TTM);EPS Forecast (FQ);Goodwill;Gross Margin (TTM);Gross Profit (FY);Gross Profit (MRQ);Last Year Revenue (FY);Money Flow (14);Net Debt (MRQ);Net Income (FY);Net Margin (TTM);Operating Margin (TTM);Pretax Margin (TTM);Price to Book (FY);Price to Book (MRQ);Price to Free Cash Flow (TTM);Price to Revenue Ratio (TTM);Price to Sales (FY);Quick Ratio (MRQ);Relative Volume;Return on Assets (TTM);Return on Equity (TTM);Return on Invested Capital (TTM);Revenue per Employee (TTM);Shares Float;Total Assets (MRQ);Total Current Assets (MRQ);Total Debt (MRQ);Total Liabilities (FY);Total Liabilities (MRQ);Total Revenue (FY);Total Shares Outstanding (MRQ);Volatility;Volatility Month;Volume*Price;Volume Weighted Average Price;Yearly Performance;YTD Performance
89;IRKT;IRKUT CORPORATION;Russian Federation;Electronic Technology;Aerospace & Defense;24,44;-1;317600;51545248158;;-31,7266;;83,300003;4,16;149355,5556;204700;-45,2008;-1,60743266;1,24527891;-1,19567821;0;0;;0;2558132000;55,1476;;-45,2008;;-31,7266;;0;32,82007455;38731693000;;1,18E+11;38,9929378;1,05E+11;-68414957000;-57,97278185;-2,69740579;-61,42289116;;;;0,52645356;0,31704912;;1,02746595;-34,17038902;;-412,7786491;;908470849,4;2,51E+11;2,13E+11;1,24E+11;3,54E+11;3,54E+11;1,18E+11;2085160000;1,98347107;3,66759731;7762144;24,44;-30,3703664;-1,61030596
90;MTLRP;MECHEL;Russian Federation;Non-Energy Minerals;Steel;131,05;1;501630;51235993176;;;;498,60999;8,2;758323;581730,6667;1,9584;11,86228252;0,20158664;-1,39179797;-292000000;;;0,90103954;44401000000;9,28737;;1,9584;;;;;36,61968737;94849000000;31759000000;2,65E+11;73,86271467;3,06E+11;808000000;1,45440568;10,98546693;2,93187392;;;3,18187;;0,20182329;0,08062274;0,82031097;1,5033042;;;;83963387,03;2,05E+11;81212000000;3,09E+11;4,25E+11;4,27E+11;2,65E+11;416271000;2,49233129;3,39269031;65738611,5;131,7;59,13783022;70,08435418
91;MTLR;MECHEL;Russian Federation;Non-Energy Minerals;Steel;80,71;1;767835;51235993176;;-0,0292;;989,9500122;11,1;2752512,844;2221390;1,9584;2,80950497;0,20158664;-1,39179797;-292000000;;;0;44401000000;9,30926;;1,9584;;;;;36,61968737;94849000000;31759000000;2,65E+11;77,77807552;3,06E+11;808000000;1,45440568;10,98546693;2,93187392;;;3,26653;;0,12403156;0,08062274;0,29274749;1,5033042;;;;178844591,1;2,05E+11;81212000000;3,09E+11;4,25E+11;4,27E+11;2,65E+11;416271000;1,5980025;3,26478862;61971962,85;80,73;21,56951531;2,03540081
92;KMAZ;KAMAZ PTC;Russian Federation;Producer Manufacturing;Trucks/Construction/Farm Machinery;72,2;-1;24410;51203420732;;;;79,900002;20,549999;101205,3333;71189,33333;;-0,3432711;1,28675204;2,71605826;;;;0,7458564;;;;;;;;0;;;;;51,41734368;72336000000;;;;;;;;;;;0,3796917;0,52589818;2,84094449;1,01813895;;97769393,41;2,24E+11;1,17E+11;1,06E+11;;1,85E+11;;680907000;0,83217753;2,81888439;1762402;72,33333333;23,41880342;11,59196808
93;SFIN;SAFMAR FINL INV;Russian Federation;Finance;Finance/Rental/Leasing;456,2;-2;2580;51197089738;;;;820;396,39999;1825,111111;1596,666667;;-5,17566516;;3,8364164;;;;0;;;;;;;;0;;;;;37,705993;53949488000;;;;;;;;;;;1,56363636;13,12618246;74,60508554;20,22048658;;13838199,93;81749598000;;59379961000;;66271622000;;111638000;0,74626866;2,25551956;1176996;456,9333333;-12,87241837;-7,50202945
94;QIWI;QIWI PLC;Cyprus;Technology Services;Data Processing Services;746;-1;34923;46706834029;5,02445305;150,1087188;;2330;690;163279,0778;103841,8667;156,8858888;-21,02897632;;0,22327093;-4910865464;76,42001808;15,10376;10,85044;15080272143;0,522878;19091228159;156,4716882;33;149,8670586;32,7932;7232873912;56,1374287;23539237933;4946161881;41525640479;54,13262162;-31241020684;9766529692;25,35675126;32,78083716;31,66351946;1,48287267;1,55745;4,0693;1,12305228;1,13182124;;0,34492158;15,3559101;35,74678212;31,23199745;;51953968,63;68359045260;;7215004777;51543000000;36044023864;41525640479;51965453;1,34589502;2,16871295;26052558;747,3333333;-48,46286701;-2,09973753
95;RNFT;RUSSNEFT;Russian Federation;Energy Minerals;Oil & Gas Production;154,6;-1;24126;46235662335;;-57,6649;;692;142,8;298673,7;133807,2;-57,6701;-1,13368988;0,34986603;1,93100422;-4622000000;;;0;25493000000;6,73075;;-57,6701;;-57,6649;;11812000000;18,59214991;24764000000;;1,33E+11;46,47654975;90394000000;-16955000000;-12,72936124;7,1946605;-15,23919637;1,2723433;;10,114;0,34712502;0,34698339;;0,12893689;-6,10375117;-34,42429903;-13,05506148;;47184201;2,75E+11;25070000000;94625000000;2,26E+11;2,26E+11;1,33E+11;294120000;1,68612192;3,40906452;3729879,6;155,2;-69,56692913;-33,70497427
96;TGKA;TGC-1;Russian Federation;Utilities;Electric Utilities;0,011222;-1;4033000000;44687236401;5,52095238;0,0021;;0,0419;0,0024;4251276667;5149376667;0,0021;0,00027841;1,33435;0,17839923;-3995000000;0,001071;0,001071;9,228911;21675000000;3,37387;77582100000;0,0021;;0,0021;;0;19,18849796;15866000000;6262000000;86253000000;61,18233269;23754000000;8062000000;9,28780443;12,17022649;11,77392226;0,3483774;0,336238;12,2808;0,51481803;0,51809479;1,18668304;0,98461914;4,31941594;6,42358348;5,82048247;;7,23E+11;1,91E+11;33687000000;24790000000;51829000000;51829000000;86253000000;3,85E+12;3,84615385;2,16104637;45258326;0,01133733;-9,86345382;0,28596962
97;AQUA;RUSSIAN AQUACULTUR;Russian Federation;Consumer Non-Durables;Food: Meat/Fish/Dairy;456,5;1;22280;40071751465;12,71962979;35,8501;;509,5;24,1;42721;56678,33333;36,1542;41,13902063;1,97531528;0,5824116;-467269000;10;;1,9736842;4981518000;9,29266;;36,1542;;35,8501;;423004000;;3286787000;;8335917000;66,5476131;6188992000;3112629000;37,33997112;53,77657911;37,55715178;3,3741467;;;4,74651817;4,70955319;;0,3254788;18,39127912;29,94199862;25,49990126;;9274243,288;19813427000;12552536000;6829589000;8087031000;8087031000;8335917000;87876700;2,42557883;6,39898826;10170820;458,1666667;120;74,56978967
98;MFGS;SLAVNEFT-MEGIONNEF;Russian Federation;Energy Minerals;Oil & Gas Production;299;-1;60;38469494013;;-79,498;;894;250,5;551,1111111;413,6666667;-79,498;1,76635924;1,63020475;0,34400469;0;0;;0;-1973000000;;;-79,498;;-79,498;;0;30,63425062;22643000000;;73914000000;22,81549492;55821000000;-10536000000;-14,25440377;-17,61506616;-17,67865357;0,24088848;;;0,53343271;0,53343271;;0,12024048;-3,84357917;-6,23468844;-4,95711456;;2580672,142;2,63E+11;49762000000;56306000000;98847000000;98847000000;73914000000;132531600;0,8361204;1,7751463;17940;299,8333333;-19,29824561;-3,23624595
99;MFGSP;SLAVNEFT-MEGIONNEF;Russian Federation;Energy Minerals;Oil & Gas Production;275;0;240;38469494013;;-79,498;;845;199,98;349,2222222;411;-79,498;7,97664601;1,63020475;0,34400469;0;0;;0;-1973000000;;;-79,498;;-79,498;;0;30,63425062;22643000000;;73914000000;21,94873272;55821000000;-10536000000;-14,25440377;-17,61506616;-17,67865357;0,21740692;;;0,48143422;0,48143422;;1,45454545;-3,84357917;-6,23468844;-4,95711456;;3543402,168;2,63E+11;49762000000;56306000000;98847000000;98847000000;73914000000;132531600;2,00364299;1,89432218;66000;276,3333333;-17,29323308;-0,36231884
100;SELG;SELIGDAR;Russian Federation;Non-Energy Minerals;Precious Metals;44;0;86200;36810902620;152,7437959;0,2861;;54,900002;1,835;141006,6667;134970;0,286;0,77658817;3,36127026;1,80041117;-3682427000;4,5;;10,2974825;14364553000;5,48865;;0,286;;0,2861;;2094524000;43,66024831;14544883000;;33313789000;58,17086874;37953386000;240949000;0,72326807;35,63474872;-6,50900442;1,79518021;;14,5908;1,10336565;1,10497529;;1,2478286;0,36207385;1,1963238;0,4587512;;106998459,2;75404084000;28562394000;41529764000;52337262000;52337262000;33313789000;842355000;1,13636364;1,68011563;3792800;44,16666667;7,31707317;-3,40285189
101;ETLN;ETALON GROUP PLC;Cyprus;Consumer Durables;Homebuilding;121,86;1;404760;36268551222;19,5159884;6,3609384;;150;73,839996;242399,1333;250042,9;7,05620376;3,51724988;2,57677568;1,02533628;-3605728989;;;9,690119;11404314919;5,52682;;7,05620376;;6,3609384;6,38;0;27,41694972;22192561639;;80410721197;73,16234866;26438690551;2081447185;2,34808578;13,633381;5,7657002;0,71688052;;;0,45818541;0,4553571;;1,23328141;0,88851396;3,30109594;1,86459751;;;2,10E+11;1,70E+11;52370348681;1,59E+11;1,59E+11;80410721197;294954025;2,81481481;1,83528379;49324053,6;122,76;11,49130833;-2,12048193
102;USBN;BANK URALSIB;Russian Federation;Finance;Regional Banks;0,0861;0;2120000;31727869160;146,8333333;0,0006;;0,2099;0,0153;41500444,44;20949666,67;0,0006;-0,0010735;0,93923583;0,70057347;0;0;0;0;;;23176700000;0,0006;;0,0006;;0;;;;51205299000;52,49784918;-2019729000;231772000;0,45083281;4,59319912;0,551234;0,33095417;0,257325;3,01264;0,61715665;0,61962077;;0,05378799;0,04876482;0,24407539;0,16105555;;10672960860;5,06E+11;1,79E+11;67532376000;4,09E+11;4,09E+11;51205299000;3,60E+11;1,05509965;4,09781509;182532;0,08586667;23;26,61764706
103;ROLO;RUSOLOVO;Russian Federation;Finance;Financial Conglomerates;10;-1;735300;30976032936;;-0,142;;15,9;0,46;759652,2222;759656,6667;-0,142;-0,0157578;2,00574835;1,8391643;0;0;;0;397157000;89,9545;;-0,142;;-0,142;;0;20,39930816;563649000;;2763079000;69,90692278;7039021000;-426170000;-15,42373562;0,19261121;-24,17860655;11,68792945;;;11,21069376;11,21069376;;0,51584796;-3,43554171;-16,18604552;-5,16388898;;66266208,8;13783447000;3528342000;7290885000;9819209000;9819209000;2763079000;3000100000;4,24671385;3,22112251;7353000;10,06666667;86,56716418;28,17226352
104;VJGZ;NNK-VARYOGANNEFTEG;Russian Federation;Energy Minerals;Oil & Gas Production;1663;-1;155;30772978500;81,24880657;20,948;;3610;316;1611,544444;260,2333333;20,948;-25,4067727;0,34705398;0,00963188;0;0;;0;6860911000;2,24956;;20,948;;20,948;;0;62,96090647;22613000000;;35940372000;60,26952731;456267000;378970000;1,05444095;4,11261464;1,52532088;0,64244013;;32,8166;0,85672177;0,85672177;;1,19230769;0,54515251;0,79384466;0,79209111;;209911,0333;70170162000;3068139000;461637000;22242118000;22242118000;35940372000;18091100;2,88634997;3,22375655;257765;1679;185,2487136;101,8203884
105;VJGZP;NNK-VARYOGANNEFTEG;Russian Federation;Energy Minerals;Oil & Gas Production;599;-1;160;30772978500;;;;1418;197;5080,111111;927,3333333;;-5,47231639;0,34705398;0,00963188;0;0;;;6990742307;;;;;;;0;62,8512032;23116028461;;36739869193;26,03269042;456267000;387400225,8;1,01221171;4,05251036;1,45943788;0,22836446;;;0,09691016;0,09687692;;0,30888031;0,50915364;0,74107232;0,73947032;;1254336,857;70170162000;3068139000;461637000;22242118000;22242118000;36739869193;18091100;1,83639399;1,77833453;95840;602,6666667;68,73239437;48,63523573
106;BSPB;BANK ST PETERSBURG;Russian Federation;Finance;Regional Banks;64,99;0;250860;30644715725;2,63053579;24,4703;;141,89;23,200001;615163,8889;341215,6667;22,7577;0,41450127;0,37564706;1,60332396;-1583406000;7,89;;12,243947;;;1,15E+11;22,7577;;24,4703;;0;;;;58189563000;35,3439028;87223160000;10826928000;19,93704078;25,46618266;24,85293859;0,34583094;0,300956;4,21003;0,52435033;0,5260636;;0,67051201;1,66314839;13,47476517;10,72166796;;125283274,6;7,31E+11;1,63E+11;1,46E+11;6,42E+11;6,40E+11;58189563000;475554000;1,53631285;2,20183087;16303391,4;64,95333333;47,90623914;25,48754344
107;ENRU;ENEL RUSSIA;Russian Federation;Utilities;Electric Utilities;0,8222;1;47069000;28813944961;;;;4,48;0,62;67433088,89;48704933,33;;0,02146437;1,34837718;0,6789839;;;;0;;;43847200000;;;;;0;;;1706950000;;53,01387877;16031800000;;;;;;0,665072;;;;1,1817522;1,28772003;;;;;10834129995;84203164000;22596280000;28435090000;;42324277000;;35371900000;1,55755658;1,63890071;38700131,8;0,8262;-14,48777951;-8,64444444
108;MRKS;ROSSETI SIBERIA;Russian Federation;Utilities;Electric Utilities;0,297;-1;150000;28065291237;;;;0,4475;0,03302;1341555,556;564666,6667;-0,0028;0,00378203;0,41580671;2,27920678;-299105000;0;0;0;;10,0772;77177300000;-0,0028;;;;0;;7324429000;2427287000;57804733000;34,61359579;38970813000;-280043000;;;;1,71058715;2,21047;;;0,51148603;0,34276416;0,28462998;-0,38139759;-1,62533485;-0,60925033;;3816596246;74306048000;9986641000;39394610000;57021697000;57021697000;57804733000;99886231000;1,51770658;1,19978745;44550;0,29766667;23,75;-22,35294118
109;MRKP;IDGC CENTR & VOLGA;Russian Federation;Utilities;Electric Utilities;0,2445;0;25590000;27441916699;4,27192982;0,057;;0,3799;0,049;110576111,1;65507666,67;0,057;-0,00155279;0,68695973;0,47459471;-1831211000;0,025926;0,025926;10,647227;22033138000;2,70847;55917200000;0,057;;0,057;;0;17,20378588;16642918000;5279316000;96739852000;32,44581286;27370881000;6429135000;6,64579785;13,96739061;8,51028798;0,44702686;0,465018;;0,28366715;0,28366715;0,62454837;0,36582228;5,52055741;11,05274099;8,22406529;;48846581442;1,21E+11;20502851000;29134364000;59878281000;59878281000;96739852000;1,13E+11;2,55765199;1,94425984;6256755;0,24253333;12,67281106;-3,47414133
110;MSTT;MOSTOTREST;Russian Federation;Industrial Services;Engineering & Construction;94,05;-1;5690;26782252817;;-21,9151;;248;54,299999;11784,22222;7884,333333;-21,996;-4,40483681;1,14852632;3,68948763;0;0;;0;4623000000;7,94704;;-21,996;;-21,9151;;0;10,57147235;10375000000;;97905000000;11,75200841;7088000000;-6185000000;-6,2887493;0,92232266;-2,3369593;11,82961367;;;0,27355345;0,27255656;;0,86120781;-6,54008551;-61,58539635;-18,06127987;;16359156,91;19052000000;15860000000;8353000000;16788000000;16788000000;97905000000;282215000;0,85561497;2,52100507;535144,5;93,95;-41,43835981;-10,76850095
111;UTAR;UTAIR AVIATION;Russian Federation;Transportation;Airlines;6,79;-1;5400;25249059249;;;;29,325001;3,1;46972,22222;34910;;0,03681244;0,20190199;-2,35478427;;;;0;;;;;;;;0;;;;;21,19249579;89964198000;;;;;;;;;;;0,22222222;-2,55405079;;;;29669510,94;77505268000;19303363000;99197755000;;1,20E+11;;3702210000;0,88626292;1,6460356;36666;6,79666667;-5,29986053;1,34328358
112;GEMC;UNITED MED GROUP C;Cyprus;Health Services;Medical/Nursing Services;890,01;-2;33041;24785998164;;;2090;940;861;;;75,9088;;0,92793835;1,44316251;0;;;0;;;;75,9088;;;;2025913792;;8184674726;;21365160947;;12353585375;6831793665;;;;7,88108456;;;;3,86704318;;0,18640472;26,87213124;86,2726712;37,05876195;10222565,05;;28467229101;6243988301;14297325947;18560288029;18560288029;21365160947;90000000;6,271777;;29406820,41;888,67;;
113;MRKK;ROSSETI NORTHERN C;Russian Federation;Utilities;Electric Utilities;27,18;-1;2130;24509482303;;-13,5621;;48,200001;9,3;11346,55556;12199;-12,8033;-0,5298122;0,20535885;-0,52078255;0;0;0;0;-11518902000;;40421900000;-12,8033;;-13,5621;;0;-5,50076327;-1328484000;-849739000;27719810000;18,26895917;13269127000;-11394912000;-42,4803865;-42,29449237;-49,39161757;;;;0,90031646;0,88486898;0,17791911;0,63887223;-49,00976012;;;;10049248,2;29787604000;7569790000;14626554000;57102598000;57873326000;27719810000;889314000;2,83370619;4,13809237;57893,4;27,18;4,7802581;-8,91420912
114;UCSS;UNITED CREDIT SYS;Russian Federation;Finance;Financial Conglomerates;1020;-1;86;24193232002;;;;55490;385;242,1777778;58,13333333;;-58,02398715;;0;;;;0;;;;;;;;0;;;;;17,92261097;-66000000;;;;;;;;;;;2,67080745;48,42741382;49,53638663;49,53638663;;63448,0575;18589000000;;0;;648000000;;23718900;3;2,14814009;87720;1016,666667;-30,1369863;-27,65957447
115;BELU;BELUGA GROUP;Russian Federation;Consumer Non-Durables;Beverages: Alcoholic;2658;1;45184;23725044159;15,9655184;163,1015;;6822;354;24456,41111;23147,1;197,4655;105,2530595;1,49112299;1,00560334;-517000000;100;;3,456221;9209000000;3,63135;;197,4655;;163,1015;;3511000000;32,85249321;20793000000;;63292000000;74,79464394;15569000000;2462000000;4,43025975;10,81337294;5,64842318;2,05192759;;3,83018;0,65005372;0,51296644;;1,11574523;4,63632004;14,42275545;7,78251155;;2310567,822;63530000000;34603000000;20459000000;43185000000;43185000000;63292000000;9111000;3,54826402;3,56121377;120099072;2664,333333;104,3043813;90,53763441
116;NKHP;NOVOROSSIYSK GRAIN;Russian Federation;Transportation;Other Transportation;333,5;-2;4420;22813987541;;;;720;140,5;3169,666667;2913;;-14,87434937;1,02372309;0,61208067;;;;5,0933332;;;;;;;;0;;;;;23,85242782;1999856000;;;;;;;;;;;1,83326421;9,51310703;17,13083227;12,60900075;;9218405,681;11626933000;2846633000;4195794000;;4771964000;;67597000;3,34346505;2,53803378;1474070;334,1666667;44,06047516;0,75528701
117;KUBE;ROSSETI KUBAN;Russian Federation;Utilities;Electric Utilities;65,5;-1;520;21719294126;;;;164;30,5;935,8888889;505;-3,7059;-2,2613094;0,5748089;0,85561912;-636639000;;0;0;;7,67276;50896400000;-3,7059;;;;0;;2779406000;1118202000;49561633000;10,97842149;27369919000;-1240210000;;;;0,66199003;0,713323;;;0,43822818;0,46036365;0,54564533;-1,69513254;-3,67622065;-2,24325811;;1137837,2;75047291000;11041857000;28219597000;43101357000;42065797000;49561633000;334658000;2,96875;1,75551992;34060;65,13333333;-6,02582092;-4,09956497
118;UKUZ;SOUTHERN KUZBASS C;Russian Federation;Energy Minerals;Coal;568;-2;103;20798907715;;-569,5525;;3024;400;175,6777778;132,8;-569,5525;-13,79683692;0,09678568;-4,10602712;0;0;;0;-896280000;;;-569,5525;;-569,5525;;0;13,84289507;3814732000;;27557328000;14,3627079;1,41E+11;-20566094000;-74,63021814;-9,59903297;-75,34614024;;;17,3684;0,75475057;0,75475057;;0,99420849;-16,13569538;;-249,8157335;;314150,1879;1,22E+11;8508154000;1,41E+11;1,56E+11;1,56E+11;27557328000;36109217;1,41342756;1,54039834;58504;569,3333333;3,64963504;9,65250965
119;ABRD;ABRAU-DURSO;Russian Federation;Consumer Non-Durables;Beverages: Alcoholic;194,5;-1;14640;19159037289;;;;6525;64,699997;31548,11111;35516;;-1,73774391;2,17132312;0,82311396;;;;1,4629157;;;;;;;;0;;;;;31,20096009;6926762000;;;;;;;;;;;0,89585118;4,9500736;9,55274748;6,52191154;;3948036,057;18002024000;9089899000;7087845000;;9157300000;;98000200;1,80878553;2,49248214;2847480;195;6,57534247;-2,75
120;LNZLP;LENZOLOTO;Russian Federation;Non-Energy Minerals;Precious Metals;2930;-1;7218;18144123532;;;;7650;1148,5;17613,93333;40620,53333;;-691,8252224;2906,125;0,00425349;-4000000;15219,5;;123,721405;;-17,1292;;;;;;0;;;;68000000;77,06436621;-22919000000;5864000000;;;;0,14798164;;;;15,28857353;;0,10693175;0,19274997;0,21970889;0,21916716;;332201,9679;23382000000;23249000000;99000000;107000000;107000000;68000000;1488000;3,44234079;21,87612197;21148740;2946,666667;-49,5697074;-25,91656131
121;LNZL;LENZOLOTO;Russian Federation;Non-Energy Minerals;Precious Metals;14570;-1;1923;18144123532;;;;38460;3010;3334,355556;8099,6;5142,5064;-2105,071707;2906,125;0,00425349;-4000000;15219,5;;101,46333;;-1,5831;;5142,5064;;;;0;;;;68000000;66,87138406;-22919000000;5864000000;;;;0,74238281;;4,3299;;251,5367647;;0,1637934;0,19274997;0,21970889;0,21916716;;59433,5763;23382000000;23249000000;99000000;107000000;107000000;68000000;1488000;3,37931034;23,8950407;28018110;14686,66667;-21,75080559;-19,94505495
122;JNOS;SLAVNEFT YAROSLAVN;Russian Federation;Energy Minerals;Oil Refining/Marketing;18,8;0;21300;17533908102;;;;46,888;6,82;21072,22222;10826,66667;;0,52880359;1,05440429;0,59041223;;;;0;;;;;;;;0;;;;;70,92403363;31136468000;;;;;;;;;;;3,55;6,72241082;11,98675255;8,21073251;;16609652,9;94876870000;19594714000;31332792000;;41807522000;;932655000;2,12765957;1,4756464;400440;18,93333333;-0,26525199;2,45231608
123;MRKC;IDGC CENTRE;Russian Federation;Utilities;Electric Utilities;0,396;1;16220000;16549434130;8,06584362;0,0486;;0,6954;0,1803;37243977,78;17701700;0,0486;0,01897402;0,59898253;0,98667364;-836639000;0,0335;0,0335;8,545919;19861568000;3,20592;63749300000;0,0486;;0,0486;;0;14,39971079;14059710000;5119744000;97638836000;63,93127458;45821753000;2051061000;2,10066105;8,32177065;3,39397123;0,35279083;0,361791;;0,16949642;0,16949665;0,50609118;1,0779844;1,70642527;4,45822732;2,48944895;;18298588833;1,22E+11;19795836000;47228064000;74130351000;74130351000;97638836000;42217900000;1,48413511;2,09767041;6423120;0,39446667;30,52076467;-1,49253731
124;KRKOP;KRASNY KOTELSHCHIK;Russian Federation;Industrial Services;Oilfield Services/Equipment;12,015;-1;53400;16414423401;;;;18,799999;1,42;366062,2222;64916,66667;;0,22257952;2,04192101;1,92621748;;;0;0;;;11636300000;;;;;0;;;-1521000;;52,65563233;3330010000;;;;;;3,43417;;;;1,70576336;0,89103955;;;;;37379080,29;16171207000;12443924000;4659000000;;13752477000;;934344000;4,9937578;4,90398976;641601;12,215;64,81481481;39,0625
125;RAVN;RAVEN PROPERTY GRP;United Kingdom;Finance;Real Estate Development;29,5;1;8400;15969648458;;-3,5892484;;59,200001;18,549999;37564,44444;53616,66667;-2,83095648;0,02108672;;3,7724892;-2489522909;0;;0;9268147099;10,5787;;-2,83095648;-4,75196267;-3,5892484;;0;72,66521027;11299762797;;15550443955;24,18722189;83763048123;-1431351818;-9,20457205;33,11812437;0,7171465;0,7200034;;2,5997;1,0939752;0,96045653;;0,0618238;-1,03057324;-4,72303032;-1,17740011;;299476897,9;1,24E+11;;89133979202;1,01E+11;1,01E+11;15550443955;551810424;2,04778157;4,21402155;247800;29,5;-3,90879792;9,46196254
126;DVEC;FAR EASTERN ENERGY;Russian Federation;Utilities;Electric Utilities;0,783;-2;230000;13709593574;10,40522876;0,0765;;2,691;0,41;624088,8889;411266,6667;0,0765;-0,00069825;0,84931507;0,91140423;0;0;;0;35633000000;0,679181;;0,0765;;0,0765;;0;31,85646851;30345000000;;1,03E+11;49,3472106;9822000000;1094000000;28,75282304;31,85646851;29,85683684;0,75276139;;7,53733;0,08836028;0,11033861;;0,86466165;36,24611287;;73,88569934;;352341817,2;57633000000;18042000000;16583000000;39438000000;39438000000;1,03E+11;17206710806;2,56081946;2,35823725;180090;0,78833333;-18,4375;-5,43478261
127;OKEY;O'KEY GROUP SA;Russian Federation;Retail Trade;Food Retail;50,76;-1;55350;13588997061;;;;69;50,28;83202,22222;64468;;-1,62051276;0,67359423;4,10328324;;;;4,0978265;;;;;;;1,75;0;;;;;11,140008;56535478000;;;;;;;;;;;1,21522823;-0,77558778;-4,70558253;-1,11196622;;;93750061000;21614029000;58716904000;;79440324000;;269074000;2,3468576;1,87557034;2809566;50,83333333;;-20,67510796
128;CHMK;CHELYABINSK MET PL;Russian Federation;Non-Energy Minerals;Steel;4295;2;525;12979866866;;-155,5246;;7070;484;1020,377778;602,8666667;-156,7317;431,4992721;0,17979935;5,95647876;0;0;;0;8895559000;24,0672;;-156,7317;;-155,5246;;0;16,13073978;18265483000;;1,14E+11;83,10926869;2,13E+11;-494416000;-0,43534258;4,66932073;-0,08709564;0,35571081;;;0,11429947;0,11429947;;1,13268608;-0,19810651;-1,34595578;-0,98287263;;207481,4913;2,84E+11;39329117000;2,17E+11;2,48E+11;2,48E+11;1,14E+11;3161960;4,41001192;4,32360625;2254875;4290;56,46630237;54,49640288
129;KOGK;KORSHYNOV MINING;Russian Federation;Non-Energy Minerals;Precious Metals;50400;-1;4;12806451416;;;;107800;25000;25,74444444;21,6;;-1386,382205;1,37526789;0,0012254;;;;0;;;;;;;;;;;2916420000;;38,60601291;59986000;;;;;;;;;;0,94999273;0,10958904;;;;;24901,0438;52225303000;3802723000;60124000;;3160355000;;250126;0,79365079;1,82234936;201600;50533,33333;2,43902439;-8,02919708
130;TNSE;TNS ENERGO PUBLIC;Russian Federation;Utilities;Electric Utilities;960;-1;4;12779804020;;;;2080;660;185,4;109,2;;-0,10958172;0,70438748;4,28259946;;;;0;;;;;;;;1031007000;;;;;35,86913776;22906602000;;;;;;;;;;;0,01976285;-0,17387921;-2,74347602;-2,27319945;;2771336,896;80902520000;49476209000;23550220000;;75403472000;;13668200;0,52356021;1,49327047;3840;958,3333333;-4;-4,47761194
131;TGKD;QUADRA-POWER GENER;Russian Federation;Utilities;Electric Utilities;0,006065;-1;1185000000;12675578697;;0;;0,0192;0,001735;1497541111;526473333,3;0;-0,00043571;0,54152829;0,75567993;0;0;;0;9396603000;3,94669;;0;;0;;0;10,95125947;5949702000;;55082185000;36,27490087;32479081000;38625000;0,07012249;4,91369215;0,50538119;0,28153846;;2,96834;0,23113929;0,23113929;;2,65957447;0,04095388;0,08943465;0,06176951;;2,73E+11;96416677000;11189240000;34166788000;51203371000;51203371000;55082185000;1,99E+12;6,19246862;5,0442244;7187025;0,00612833;70,84507042;67,07988981
132;TGKDP;QUADRA-POWER GENER;Russian Federation;Utilities;Electric Utilities;0,005595;-1;7200000;12675578697;;0;;0,00858;0,00186;243217777,8;66653333,33;0;-0,00005756;0,54152829;0,75567993;0;0;;0;9396603000;4,14037;;0;;0;;0;10,95125947;5949702000;;55082185000;32,50624484;32479081000;38625000;0,07012249;4,91369215;0,50538119;0,24879121;;3,7697;0,20425424;0,20425424;;0,16003556;0,04095388;0,08943465;0,06176951;;74404024915;96416677000;11189240000;34166788000;51203371000;51203371000;55082185000;1,99E+12;2,06648697;2,80981762;40284;0,00561167;32,1133412;21,36659436
133;MRKU;IDGC OF URALS JSC;Russian Federation;Utilities;Electric Utilities;0,1516;2;31020000;12607475601;;;;0,26455;0,03809;6070666,667;6603000;;0,01046176;0,61849378;0,46891867;;;0;0;;;35927800000;;;;;0;;;3061722000;;75,9466667;21543339000;;;;;;0,277643;;;;0,54162901;9,66957606;;;;;9222868584;96081599000;11173387000;23278413000;;46438847000;;87430500000;6,44718793;2,62016375;4702632;0,15046667;-2,19354839;-4,05063291
134;PRMB;PRIMORYE COMM BANK;Russian Federation;Finance;Regional Banks;46800;-1;7;12050000000;23,87372484;2018,956;;65000;4240;51,85555556;28,26666667;2018,956;-2851,515983;0,77239537;0,12952066;-201050000;901;;1,8692946;;;;2018,956;;2018,956;;0;;;;1068646000;19,80140732;-5752342000;504739000;47,23163704;-177,6148509;57,31420882;2,942031;;;11,27595106;11,27595106;;0,625;1,45788184;12,76833213;11,33030437;;1531;34902402000;7643189000;530492000;30806592000;30806592000;1068646000;250000;3,91304348;2,95654724;327600;46866,66667;107,079646;95
